EMPRESA;MODELO;DES_MODELO;FAMILIA;DES_FAMILIA;MARCA
5;YBR125              ;MOTO/YAMAHA YBR125                      ;99;CONVERSAO                     ;VW  
5;C100CP              ;YAMAHA C-100 CRIPTON                    ;99;CONVERSAO                     ;VW  
5;FEROFC              ;FERRAMENTAL PARA OFICINA                ;99;CONVERSAO                     ;VW  
5;MATCPI              ;MATERIAL DE CONSUMO DE PINTURA          ;99;CONVERSAO                     ;VW  
5;MATCPC              ;MATERIAL DE CONSUMO DE PECAS            ;99;CONVERSAO                     ;VW  
5;9903                ;UNO                                     ;99;CONVERSAO                     ;VW  
5;GOL CL              ;GOL 1.6                                 ;99;CONVERSAO                     ;VW  
5;888CITROEN          ;XSARA PICASSO GXS                       ;99;CONVERSAO                     ;VW  
5;FIAT999             ;STRADA WORKING                          ;99;CONVERSAO                     ;VW  
5;BHW5B261BGX         ;TUCSON GLS 2 WD 2.0 AUT                 ;99;CONVERSAO                     ;VW  
5;HONDA LX            ;GOL                                     ;99;CONVERSAO                     ;VW  
5;3053122             ;VW GOL 10001                            ;99;CONVERSAO                     ;VW  
5;BHWGH6C             ;TUCSON GLS 4WD 2.7 AUT                  ;99;CONVERSAO                     ;VW  
5;PRISMA              ;GM PRISMA JOY 1.4                       ;99;CONVERSAO                     ;VW  
5;KED4554             ;GM CELTA 3 PORTAS                       ;99;CONVERSAO                     ;VW  
5;BHW5B261BD          ;TUCSON GL 2WD 2.0 AUT                   ;99;CONVERSAO                     ;VW  
5;999HYUNDAI          ;TUCSON GL 2WD 2.0 AUT                   ;99;CONVERSAO                     ;VW  
5;NKA8079             ;VW SPACEFOX COMFORT                     ;99;CONVERSAO                     ;VW  
5;HYUNDAI HR HDLWBSC  ;HR                                      ;99;CONVERSAO                     ;VW  
5;3738302             ;VW GOL MI 1000 SPECIAL 2P AT            ;99;CONVERSAO                     ;VW  
5;NFX6335             ;VW SAVEIRO                              ;99;CONVERSAO                     ;VW  
5;NFV5537             ;PARATI 18 CONFORTLINE                   ;99;CONVERSAO                     ;VW  
5;9BWCC               ;VW GOL 1.8                              ;99;CONVERSAO                     ;VW  
5;KEU3311             ;FORD FOCUS 1.6 L                        ;99;CONVERSAO                     ;VW  
5;999MITISUBISHI      ;PAJERO TR4                              ;99;CONVERSAO                     ;VW  
5;HEH74CB55D          ;HR 2.5 LONG HIGH DECK STD               ;99;CONVERSAO                     ;VW  
5;HEH74C855DA9        ;HR 2.5 LONGO CHASSI ALTO                ;99;CONVERSAO                     ;VW  
5;5XILM4              ;VW GOL 1,0                              ;99;CONVERSAO                     ;VW  
5;3731346             ;VW GOL 1.6 MI                           ;99;CONVERSAO                     ;VW  
5;NGU2508             ;HILUX CD 4X4                            ;99;CONVERSAO                     ;VW  
5;NGE-3880            ;NISSAN FRONTIER 4X2 SE                  ;99;CONVERSAO                     ;VW  
5;NGH4229             ;GOL 1.6 RALLYE                          ;99;CONVERSAO                     ;VW  
5;FOX                 ;VW FOX 1.0                              ;99;CONVERSAO                     ;VW  
5;S10 2.8             ;GM/S10                                  ;99;CONVERSAO                     ;VW  
5;5X1014              ;VW/GOL 1.6                              ;99;CONVERSAO                     ;VW  
5;5Z12E3              ;VW FOX 1.6 PLUS                         ;99;CONVERSAO                     ;VW  
5;NGY5108             ;JETTA 2.5 TIP.                          ;99;CONVERSAO                     ;VW  
5;4                   ;VW GOLF 1.6                             ;99;CONVERSAO                     ;VW  
5;BHW5F761C1          ;TUCSON GLS 2.7 AUT                      ;99;CONVERSAO                     ;VW  
5;VW/ GOLF            ;GOLF                                    ;99;CONVERSAO                     ;VW  
5;8L1OCB              ;AUDI A3 1.8                             ;99;CONVERSAO                     ;VW  
5;5Y1                 ;VW/GOL 1.0                              ;99;CONVERSAO                     ;VW  
5;888ALFA ROMEO       ;ALFA ROMEO 164 V6                       ;99;CONVERSAO                     ;VW  
5;888MBENS            ;A 160                                   ;99;CONVERSAO                     ;VW  
5;CL/SAVEIRO          ;VW SAVEIRO                              ;99;CONVERSAO                     ;VW  
5;3A2605              ;VW PASSAT                               ;99;CONVERSAO                     ;VW  
5;3744938             ;VW PARATI 16V                           ;99;CONVERSAO                     ;VW  
5;3B23P5              ;PASSAT 1.8                              ;99;CONVERSAO                     ;VW  
5;CITROEN9            ;C3 GLX 16 16V                           ;99;CONVERSAO                     ;VW  
5;SANTANA             ;VW SANTANA                              ;99;CONVERSAO                     ;VW  
5;KUN25L-TRMDHG3      ;HILUX CS 4X4                            ;99;CONVERSAO                     ;VW  
5;GSV40L-AETGKW       ;CAMRY XLE A/T                           ;99;CONVERSAO                     ;VW  
5;YBRE                ;YBR                                     ;99;CONVERSAO                     ;VW  
5;3778355             ;GOL 16V                                 ;99;CONVERSAO                     ;VW  
5;KEZ8036             ;GOL 1. 6 POWER                          ;99;CONVERSAO                     ;VW  
5;GUW5796             ;VW/GOL 1.0 4P                           ;99;CONVERSAO                     ;VW  
5;NKO8000             ;HILUX CD4X2 SRV                         ;99;CONVERSAO                     ;VW  
5;999VWB              ;GOLF TESTE                              ;99;CONVERSAO                     ;VW  
5;GUE1276             ;VECTRA GL                               ;99;CONVERSAO                     ;VW  
5;NFI1597             ;GM CORSA CLASSIC                        ;99;CONVERSAO                     ;VW  
5;HEH44C855DA9        ;HR 2.5 E/LONGO STD GL                   ;99;CONVERSAO                     ;VW  
5;9A4CN4              ;POLO 1.6                                ;99;CONVERSAO                     ;VW  
5;999CITROEN          ;C3EXCL 16 16V                           ;99;CONVERSAO                     ;VW  
5;VW/SANTANA          ;SANTANA 2,0                             ;99;CONVERSAO                     ;VW  
5;NFT1004             ;FIAT STRADA FIRE                        ;99;CONVERSAO                     ;VW  
5;5XLB4               ;GOL 1.0                                 ;99;CONVERSAO                     ;VW  
5;5W55S4              ;PARATI 1.6 TRACKFIELD                   ;99;CONVERSAO                     ;VW  
5;GM S10 2.8 D        ;GM S-10 CD 2.8 TB-IC 4P                 ;99;CONVERSAO                     ;VW  
5;9129                ;GOL 1.0                                 ;99;CONVERSAO                     ;VW  
5;8L10D4              ;AUDI                                    ;99;CONVERSAO                     ;VW  
5;VW                  ;GOLF 1.6 PLUS                           ;99;CONVERSAO                     ;VW  
5;3773342             ;GOL CLI                                 ;99;CONVERSAO                     ;VW  
5;KCQ0434             ;GM S10 DELUXE                           ;99;CONVERSAO                     ;VW  
5;SCENIC              ;MEGANE SCENIC                           ;99;CONVERSAO                     ;VW  
5;A10                 ;A10                                     ;99;CONVERSAO                     ;VW  
5;C6144               ;307 SEDAN PRES PK                       ;99;CONVERSAO                     ;VW  
5;PARATI              ;98                                      ;99;CONVERSAO                     ;VW  
5;PEUG                ;307 1.6 16V                             ;99;CONVERSAO                     ;VW  
5;VW-185              ;AMAROK 4X4                              ;99;CONVERSAO                     ;VW  
5;5UETE4              ;VW/SAVEIRO CE TL                        ;4;SAVEIRO                       ;VW  
5;5Z5FE4              ;FOX RUN 1.6 MBV                         ;11;FOX                           ;VW  
5;5UFTE4              ;VW/SAVEIRO CS TRENDLINE                 ;14;NOVA SAVEIRO                  ;VW  
5;NKA6078             ;C4 PALLAS PACK 2.0                      ;99;CONVERSAO                     ;VW  
5;OGM9528             ;GM CHEVROLET CLASSIC CS                 ;99;CONVERSAO                     ;VW  
5;DNK7899             ;I FORD RANGER LTD                       ;99;CONVERSAO                     ;VW  
5;A46801              ;HB20S 1.6L AT PREMIUM BLUENAV           ;99;CONVERSAO                     ;VW  
5;A649                ;HB20S 1.6L AT COMFORT STYLE BLUEMEDIA TV;99;CONVERSAO                     ;VW  
5;NFL9557             ;STRADA                                  ;99;CONVERSAO                     ;VW  
5;BHW5B26FBGP45N1TCM  ;TUCSON GLS 2.0 FFV                      ;99;CONVERSAO                     ;VW  
5;GYG9221             ;MMC L200 GLS 4X4                        ;99;CONVERSAO                     ;VW  
5;GMMERIVA            ;MERIVA SS                               ;99;CONVERSAO                     ;VW  
5;A677                ;HB 20 S                                 ;99;CONVERSAO                     ;VW  
5;OGM8736             ;C4 1.6                                  ;99;CONVERSAO                     ;VW  
5;VW/GOL1.0           ;GOL 1.0                                 ;99;CONVERSAO                     ;VW  
5;S-10 EXECUTIVE      ;S-10 4X2 LTZ                            ;99;CONVERSAO                     ;VW  
5;NLB2558             ;VOYAGE 1.0                              ;99;CONVERSAO                     ;VW  
5;8888558             ;LOGUS GL                                ;99;CONVERSAO                     ;VW  
5;NFW8590             ;FORD FIESTA SEDAN                       ;99;CONVERSAO                     ;VW  
5;3022B2              ;VOYAGE                                  ;99;CONVERSAO                     ;VW  
5;APV6698             ;FIORINO FLEX                            ;99;CONVERSAO                     ;VW  
5;HCC4900             ;GM/ASTRA HB 2P ADVANTAGE                ;99;CONVERSAO                     ;VW  
5;OMV0727             ;CITROEN C3 TENDANDE                     ;99;CONVERSAO                     ;VW  
5;MCD8711             ;GOL                                     ;99;CONVERSAO                     ;VW  
5;NLG6917             ;CHEVROLET AGILE LT                      ;99;CONVERSAO                     ;VW  
5;DMW7J561GGC885      ;SANTA FE 7L 3.3                         ;99;CONVERSAO                     ;VW  
5;DIW7825             ;HONDA CIVIC                             ;99;CONVERSAO                     ;VW  
5;OGS5914             ;DUSTER                                  ;99;CONVERSAO                     ;VW  
5;NFN3567             ;UNO                                     ;99;CONVERSAO                     ;VW  
5;NLJ4677             ;GOLF SPORTLINE                          ;99;CONVERSAO                     ;VW  
5;9M23L3              ;BORA                                    ;99;CONVERSAO                     ;VW  
5;VERSAL              ;NISSAN VERSA 16SL FLEX                  ;99;CONVERSAO                     ;VW  
5;OMW3397             ;ASX                                     ;99;CONVERSAO                     ;VW  
5;A5S6N361FGC780      ;HYUNDAI I30 1.8                         ;99;CONVERSAO                     ;VW  
5;NGF3720             ;HILUX CD4X4 SRV                         ;99;CONVERSAO                     ;VW  
5;KER9402             ;ASTRA HATCH                             ;99;CONVERSAO                     ;VW  
5;888CRYSLER          ;PT CRUISER                              ;99;CONVERSAO                     ;VW  
5;A516                ;HB20S 1.0M COMF                         ;99;CONVERSAO                     ;VW  
5;NLR7775             ;FIESTA 1.6                              ;99;CONVERSAO                     ;VW  
5;A39101              ;HB20 S                                  ;99;CONVERSAO                     ;VW  
5;ELZ3556             ;GOL 1.0                                 ;99;CONVERSAO                     ;VW  
5;ONC9291             ;STRADA WORKING                          ;99;CONVERSAO                     ;VW  
5;NYD4762             ;SIENA ATTRACTIVE                        ;99;CONVERSAO                     ;VW  
5;GE.A1               ;HILUX CD 4X4 SRV                        ;99;CONVERSAO                     ;VW  
5;87032314            ;DS4                                     ;99;CONVERSAO                     ;VW  
5;A5S6N361FGG014      ;I30 1.8 COM TETO                        ;99;CONVERSAO                     ;VW  
5;OMM0496             ;S10 LTZ                                 ;99;CONVERSAO                     ;VW  
5;NFG0983             ;FIESTA SEDAN 1.6 FLEX                   ;99;CONVERSAO                     ;VW  
5;NWK4530             ;CELTA 1.0                               ;99;CONVERSAO                     ;VW  
5;8888307             ;VOYAGE                                  ;99;CONVERSAO                     ;VW  
5;NGC9400             ;COROLLA XEI                             ;99;CONVERSAO                     ;VW  
5;9BG138              ;NOVA S10 LTZ 2.4                        ;99;CONVERSAO                     ;VW  
5;198-00              ;ETIOS SEDAN XS                          ;99;CONVERSAO                     ;VW  
5;AE112L-GEPNKG       ;COROLLA GLI 1.8                         ;99;CONVERSAO                     ;VW  
5;149-00              ;ETIOS SD XLS1.5                         ;99;CONVERSAO                     ;VW  
5;NGU6110             ;GM CLASSIC LIFE                         ;99;CONVERSAO                     ;VW  
5;NKM8529             ;GOL 1.0                                 ;99;CONVERSAO                     ;VW  
5;217-00              ;COROLLAGLI A/T 1.8                      ;99;CONVERSAO                     ;VW  
5;KUN51L-NKPSMG       ;HILUX SUV 4X4 SRV MT                    ;99;CONVERSAO                     ;VW  
5;NFG3720             ;HILUX                                   ;99;CONVERSAO                     ;VW  
5;NLH7784             ;VOYAGE 1.0                              ;99;CONVERSAO                     ;VW  
5;1812                ;JEEP                                    ;99;CONVERSAO                     ;VW  
5;N                   ;LANCER                                  ;99;CONVERSAO                     ;VW  
5;NGZ6744             ;FORD FOCUS HC FLEX                      ;99;CONVERSAO                     ;VW  
5;NCF7478             ;AGILE                                   ;99;CONVERSAO                     ;VW  
5;NGZ8900             ;MONTANA SPORT                           ;99;CONVERSAO                     ;VW  
5;KES3741             ;ASTRA                                   ;99;CONVERSAO                     ;VW  
5;S 10                ;S 10 STD 2.8 DISEL 4X2                  ;99;CONVERSAO                     ;VW  
5;KFC5015             ;FORD FOCUS GL 1.6 FLEX                  ;99;CONVERSAO                     ;VW  
5;OGS4189             ;PALIO ATTRACTIVE 1.0                    ;99;CONVERSAO                     ;VW  
5;1617                ;HONDA CIVIC LXL                         ;99;CONVERSAO                     ;VW  
5;197-00              ;ETIOS HATCH XS 1.5                      ;99;CONVERSAO                     ;VW  
5;KEU3059             ;VW/GOL 16V POWER                        ;99;CONVERSAO                     ;VW  
5;174-00              ;ETIOS SEDAN                             ;99;CONVERSAO                     ;VW  
5;NFZ                 ;COROLA XLI                              ;99;CONVERSAO                     ;VW  
5;196-00              ;ETIOS SEDAN XLS 1.5 16V                 ;99;CONVERSAO                     ;VW  
5;3773113             ;GOL CLI                                 ;99;CONVERSAO                     ;VW  
5;A341                ;HB20 X                                  ;99;CONVERSAO                     ;VW  
5;A46802              ;HB20S 1.6L AT PREMIUM BLUENAV           ;99;CONVERSAO                     ;VW  
5;A647                ;HB20S 1.6L AT COMFORT STYLE BLUEAUDIO   ;99;CONVERSAO                     ;VW  
5;9BD8029             ;UNO MILLE WAY ECON                      ;99;CONVERSAO                     ;VW  
5;9BR3195             ;COROLA                                  ;99;CONVERSAO                     ;VW  
5;9BF9980             ;ECOSPORT XLT                            ;99;CONVERSAO                     ;VW  
5;AFD5842             ;FOCUS 1.6                               ;99;CONVERSAO                     ;VW  
5;9BW5574             ;GOLF 2.0                                ;99;CONVERSAO                     ;VW  
5;9BW1638             ;GOL 1.0 CITY                            ;99;CONVERSAO                     ;VW  
5;9BD9437             ;PALIO                                   ;99;CONVERSAO                     ;VW  
5;9BF0132             ;FIESTA 1.0                              ;99;CONVERSAO                     ;VW  
5;9BD1686             ;FIAT UNO MILLE FIRE                     ;99;CONVERSAO                     ;VW  
5;9BD6422             ;PALIO 1.0                               ;99;CONVERSAO                     ;VW  
5;9BD2097             ;PALIO FLEX                              ;50;USADOS FIAT                   ;FIAT
5;9BW7827             ;GOL CITY 1.6                            ;99;CONVERSAO                     ;VW  
5;9BW9313             ;GOL 1.8                                 ;99;CONVERSAO                     ;VW  
5;2222                ;I TOYOTA HILLUX CD 4 X 4                ;99;CONVERSAO                     ;VW  
5;9BW1885             ;GOL 1.0                                 ;99;CONVERSAO                     ;VW  
5;9BW1297             ;VOYAGE 1.0  FLEX 4P                     ;99;CONVERSAO                     ;VW  
5;8AW1375             ;VW SPACEFOX                             ;99;CONVERSAO                     ;VW  
5;9BD3553             ;UNO                                     ;99;CONVERSAO                     ;VW  
5;9BF9465             ;FIESTA 1.6                              ;99;CONVERSAO                     ;VW  
5;9BW0681             ;FOX 1,0                                 ;99;CONVERSAO                     ;VW  
5;9BW6652             ;"FOX 1.0 ""CITY""                          ";99;CONVERSAO                     ;VW  
5;9BD1265             ;UNO MILLE FLEX                          ;99;CONVERSAO                     ;VW  
5;9BG5587             ;GM/ CORSA HATCH                         ;99;CONVERSAO                     ;VW  
5;9BD4099             ;SIENA 1.0                               ;99;CONVERSAO                     ;VW  
5;9BW1368             ;GOL 1.0 CITY                            ;99;CONVERSAO                     ;VW  
5;9BG0418             ;CELTA 1.0                               ;99;CONVERSAO                     ;VW  
5;9BW0644             ;GOL 1.0                                 ;99;CONVERSAO                     ;VW  
5;9BW5976             ;GOL 1.0                                 ;99;CONVERSAO                     ;VW  
5;9BD0507             ;FIAT/UNO MILLE FIRE                     ;99;CONVERSAO                     ;VW  
5;9BW6130             ;GOL 1.0                                 ;99;CONVERSAO                     ;VW  
5;9BW9660             ;GOLF SPORTLINE                          ;99;CONVERSAO                     ;VW  
5;9BW7297             ;GOL 1.0                                 ;99;CONVERSAO                     ;VW  
5;9BW0608             ;GOL 1.6 POWER                           ;99;CONVERSAO                     ;VW  
5;9BW8792             ;GOLF GENERATION                         ;99;CONVERSAO                     ;VW  
5;9BG0090             ;PRISMA                                  ;99;CONVERSAO                     ;VW  
5;9BG9550             ;CELTA 1.0                               ;99;CONVERSAO                     ;VW  
5;94J21008            ;HUNTER 100CC                            ;99;CONVERSAO                     ;VW  
5;93Y7601             ;MEGANE EX                               ;99;CONVERSAO                     ;VW  
5;9BD5896             ;PALIO                                   ;99;CONVERSAO                     ;VW  
5;9BW4756             ;PARATI GL 1.8 MI                        ;99;CONVERSAO                     ;VW  
5;8AW2590             ;VW/SPACEFOX COMFORT                     ;99;CONVERSAO                     ;VW  
5;9BW6401             ;VW/SAVEIRO 1.6 CE TROOPER               ;99;CONVERSAO                     ;VW  
5;9BG0306             ;CELTA LIFE                              ;99;CONVERSAO                     ;VW  
5;9BW9471             ;GOL 1.6 POWER                           ;99;CONVERSAO                     ;VW  
5;9BW5355             ;GOL 1.0 CITY                            ;99;CONVERSAO                     ;VW  
5;9BW9261             ;GOL 1.6 POWER                           ;99;CONVERSAO                     ;VW  
5;9C22010             ;CG 125 FAN                              ;99;CONVERSAO                     ;VW  
5;8AW0754             ;SPACEFOX                                ;99;CONVERSAO                     ;VW  
5;9BG6375             ;GM/CORSA SEDAN                          ;99;CONVERSAO                     ;VW  
5;9BW5052             ;VW/ CROSSFOX                            ;99;CONVERSAO                     ;VW  
5;9BW3375             ;GOL 1.0 CITY                            ;99;CONVERSAO                     ;VW  
5;9BW8421             ;GOL 1.0                                 ;99;CONVERSAO                     ;VW  
5;9BW0090             ;PARATI SURF                             ;99;CONVERSAO                     ;VW  
5;SKIA                ;SOUL                                    ;99;CONVERSAO                     ;VW  
5;9BW1416             ;GOL 1.0                                 ;99;CONVERSAO                     ;VW  
5;9BW8459             ;"FOX 1.6 ""PLUS""                          ";99;CONVERSAO                     ;VW  
5;9BW1856             ;GOLF TECH 1.6                           ;99;CONVERSAO                     ;VW  
5;9BW9135             ;VW/ GOL POWER                           ;99;CONVERSAO                     ;VW  
5;9BF5991             ;FIESTA  HA 1.6 L SE                     ;52;USADOS FORD                   ;FORD
5;9BW7052             ;GOL 1.0                                 ;99;CONVERSAO                     ;VW  
5;9BD8446             ;STRADA                                  ;99;CONVERSAO                     ;VW  
5;9BF2936             ;FIESTA                                  ;99;CONVERSAO                     ;VW  
5;9BW6036             ;VW/ GOL POWER                           ;99;CONVERSAO                     ;VW  
5;9BW5254             ;FOX 1.6 SPORTLINE                       ;99;CONVERSAO                     ;VW  
5;9BW7470             ;VW/GOL 1.0                              ;99;CONVERSAO                     ;VW  
5;9BW5348             ;GOLF 1.6 SPORTLINE                      ;99;CONVERSAO                     ;VW  
5;9BW2134             ;GOL 1.0                                 ;99;CONVERSAO                     ;VW  
5;9BW6902             ;GOL 1.0                                 ;99;CONVERSAO                     ;VW  
5;94J5103             ;MOTOCICLETA MAX SED 125CC               ;99;CONVERSAO                     ;VW  
5;8AWP0598            ;VW/SPACEFOX 1.6                         ;99;CONVERSAO                     ;VW  
5;9BW2679             ;"FOX 1.0 ""PLUS"" TOTAL FLEX               ";99;CONVERSAO                     ;VW  
5;9BW8565             ;VW/GOL 1.0                              ;99;CONVERSAO                     ;VW  
5;9C28594             ;TITAN FAN 125                           ;99;CONVERSAO                     ;VW  
5;9BD1121             ;UNO FLEX                                ;99;CONVERSAO                     ;VW  
5;9BW2854             ;GOL 1.0 CITY                            ;99;CONVERSAO                     ;VW  
5;9BG1368             ;CORSA SEDAN MAXX                        ;99;CONVERSAO                     ;VW  
5;H555890             ;MOHAVE EX 3.0L VGT                      ;67;USADOS KIA                    ;KIA 
5;9BW5883             ;VOYAGE 1.0                              ;99;CONVERSAO                     ;VW  
5;9BW7664             ;GOL 1.6 RALLYE                          ;99;CONVERSAO                     ;VW  
5;9BW3536             ;VOYAGE 1.0                              ;99;CONVERSAO                     ;VW  
5;9BD3844             ;PALIO 1.0 CITY                          ;99;CONVERSAO                     ;VW  
5;9BW2978             ;CROSSFOX                                ;99;CONVERSAO                     ;VW  
5;9BW4547             ;GOL 1.0                                 ;99;CONVERSAO                     ;VW  
5;9BW5356             ;GOL 1.0                                 ;99;CONVERSAO                     ;VW  
5;9BD3268             ;FIAT/STRADA ADVENT FLEX                 ;99;CONVERSAO                     ;VW  
5;9BW0915             ;VW CROSSFOX                             ;99;CONVERSAO                     ;VW  
5;9BW3815             ;GOL 1.6 POWER                           ;99;CONVERSAO                     ;VW  
5;9BD6468             ;PUNTO  ELX1.4                           ;99;CONVERSAO                     ;VW  
5;GFS4L661FGT261      ;SONATA                                  ;99;CONVERSAO                     ;VW  
5;FIAT MAREA ELX      ;FIAT MAREA ELX                          ;99;CONVERSAO                     ;VW  
5;OGJ1606             ;GOL 1.0                                 ;99;CONVERSAO                     ;VW  
5;999999              ;TOYOTA COROLA 1.8 FLEX                  ;99;CONVERSAO                     ;VW  
5;BMW7J461GGT415B02   ;HYUNDAI SANTA FE 7L 3.5                 ;99;CONVERSAO                     ;VW  
5;NKV5859             ;COROLLA XEI                             ;99;CONVERSAO                     ;VW  
5;DJE5762             ;CORSA                                   ;99;CONVERSAO                     ;VW  
5;JEM0716             ;GOL                                     ;99;CONVERSAO                     ;VW  
5;XSARA 2.0I GLXB.    ;XSARA PICAXO BVA                        ;99;CONVERSAO                     ;VW  
5;NVY5449             ;GOL 1.6 POWER                           ;99;CONVERSAO                     ;VW  
5;GSC4D261FG H865     ;VELOSTER 1.6 AUT ARO 17 S/TETO          ;99;CONVERSAO                     ;VW  
5;POLO 1.6            ;POLO 1.6                                ;99;CONVERSAO                     ;VW  
5;3773325             ;GOL CLI                                 ;99;CONVERSAO                     ;VW  
5;JFU3544             ;FORD F-250                              ;99;CONVERSAO                     ;VW  
5;EJW7J361GGBE        ;HYUNDAI VERACRUZ                        ;99;CONVERSAO                     ;VW  
5;0964                ;GM AGILE                                ;99;CONVERSAO                     ;VW  
5;333                 ;AGUSTA F4                               ;99;CONVERSAO                     ;VW  
5;OGY1020             ;GOL 1.6 RALLYE                          ;99;CONVERSAO                     ;VW  
5;NKU3270             ;STRADA                                  ;99;CONVERSAO                     ;VW  
5;NKD9705             ;S10 TORNADO                             ;99;CONVERSAO                     ;VW  
5;999NAUTICA          ;VENTURA 230GII C/ 250HP - VERADO        ;99;CONVERSAO                     ;VW  
5;NKP6814             ;CORSA SEDAN                             ;99;CONVERSAO                     ;VW  
5;2194                ;PAILO FIRE FLEX                         ;99;CONVERSAO                     ;VW  
5;5352                ;FIESTA                                  ;99;CONVERSAO                     ;VW  
5;4461                ;VW KOMBI                                ;99;CONVERSAO                     ;VW  
5;8986                ;GM CELTA                                ;99;CONVERSAO                     ;VW  
5;USADOS GM           ;CONQUEST 1.4                            ;99;CONVERSAO                     ;VW  
5;NWB1853             ;GOL 1.0                                 ;99;CONVERSAO                     ;VW  
5;LUX5918             ;HONDA CIVIC                             ;99;CONVERSAO                     ;VW  
5;N0009517            ;TUCSON 2.0 GL                           ;99;CONVERSAO                     ;VW  
5;ZZE122L-GEPEGG      ;COROLLA SEG                             ;99;CONVERSAO                     ;VW  
5;NLP9004             ;VERA CRUZ                               ;99;CONVERSAO                     ;VW  
5;NKU5663             ;CITROEN                                 ;99;CONVERSAO                     ;VW  
5;BGM8049             ;PUNTO                                   ;99;CONVERSAO                     ;VW  
5;RENAULT CLIO AT 1.0 ;RENAULT CLIO                            ;99;CONVERSAO                     ;VW  
5;MZD4929             ;STILO                                   ;99;CONVERSAO                     ;VW  
5;SDS4N361FG          ;ELANTRA 1.8 AUT                         ;99;CONVERSAO                     ;VW  
5;3053180             ;GOL                                     ;99;CONVERSAO                     ;VW  
5;S10DLX              ;S10 ADVANTAGE                           ;99;CONVERSAO                     ;VW  
5;LN200L-PRMDSA       ;HILUX 4X4 3,0 C 4D                      ;99;CONVERSAO                     ;VW  
5;7300                ;VOYAGE                                  ;99;CONVERSAO                     ;VW  
5;7145                ;CELTA LIFE                              ;99;CONVERSAO                     ;VW  
5;058145              ;CORSA MILENIUM                          ;99;CONVERSAO                     ;VW  
5;4030                ;SPORTEGE 2,0                            ;99;CONVERSAO                     ;VW  
5;0846                ;CELTA                                   ;99;CONVERSAO                     ;VW  
5;NLN7891             ;FORD FIESTA                             ;99;CONVERSAO                     ;VW  
5;9004                ;BMW 325IA SC4                           ;99;CONVERSAO                     ;VW  
5;BHW5B261BGP44SL     ;TUCSON 2.0 4 AT 2WD GLS                 ;99;CONVERSAO                     ;VW  
5;BHW5B261BGP44BK-B02 ;TUCSON 2.0                              ;99;CONVERSAO                     ;VW  
5;OGI9340             ;TUCSON 2.0 GLS                          ;99;CONVERSAO                     ;VW  
5;9904                ;MITSUBISHI 4X4X                         ;99;CONVERSAO                     ;VW  
5;NKB7377             ;VW/POLO SEDAN                           ;99;CONVERSAO                     ;VW  
5;9BGSE68XTSC631871   ;GM CORSA                                ;99;CONVERSAO                     ;VW  
5;5Y11A4              ;GOL SPECIAL                             ;99;CONVERSAO                     ;VW  
5;NFL9588             ;GM S10 COLINA                           ;99;CONVERSAO                     ;VW  
5;SW4-HILUX           ;HILUX CD4X4                             ;99;CONVERSAO                     ;VW  
5;FIESTA- CLASS       ;FIESTA                                  ;99;CONVERSAO                     ;VW  
5;5Z12C40             ;VW/FOX 1.0                              ;99;CONVERSAO                     ;VW  
5;NFO-9605            ;HONDA 125                               ;99;CONVERSAO                     ;VW  
5;KADET               ;KATDET 1.8                              ;99;CONVERSAO                     ;VW  
5;4939                ;VW/CROSSFOX 1.6                         ;99;CONVERSAO                     ;VW  
5;1979                ;C4 PALLAS                               ;99;CONVERSAO                     ;VW  
5;7043                ;GOL 1.0                                 ;99;CONVERSAO                     ;VW  
5;5249                ;FIAT/UNO MILLE FIRE                     ;99;CONVERSAO                     ;VW  
5;ADR-1738            ;VW RANGER                               ;99;CONVERSAO                     ;VW  
5;NKW3106             ;CAPTIVA                                 ;99;CONVERSAO                     ;VW  
5;OGY2660             ;C3 EXC                                  ;99;CONVERSAO                     ;VW  
5;3766200             ;SAVEIRO                                 ;99;CONVERSAO                     ;VW  
5;5268                ;GOL 1.6                                 ;99;CONVERSAO                     ;VW  
5;GFS4L661FG          ;SONATA 2.4 AUT                          ;99;CONVERSAO                     ;VW  
5;NVO0858             ;TOYOTA COROLLA XEI 2.0 FLEX             ;99;CONVERSAO                     ;VW  
5;HHH2812             ;GM CORSA SEDAN                          ;99;CONVERSAO                     ;VW  
5;NGR5217             ;TUCSON                                  ;99;CONVERSAO                     ;VW  
5;5616                ;VW/GOL 1.0                              ;99;CONVERSAO                     ;VW  
5;5X73E4              ;SPACEFOX                                ;99;CONVERSAO                     ;VW  
5;2296                ;CHEVROLET CLASSIC                       ;99;CONVERSAO                     ;VW  
5;00344               ;ASTRA                                   ;99;CONVERSAO                     ;VW  
5;HDK3053             ;CELTA                                   ;99;CONVERSAO                     ;VW  
5;NFG8256             ;ASTRA SEDAN ELEGANCE                    ;99;CONVERSAO                     ;VW  
5;3440                ;FIAT IDEA ADVENTURE                     ;99;CONVERSAO                     ;VW  
5;KET3729             ;FIESTA                                  ;99;CONVERSAO                     ;VW  
5;JDS6B261BG          ;I30 2.0 AUT S/ TETO                     ;99;CONVERSAO                     ;VW  
5;ASTRA SEDAN         ;ASTRA                                   ;99;CONVERSAO                     ;VW  
5;KET3257             ;GM CORSA                                ;99;CONVERSAO                     ;VW  
5;NFN-7690            ;YBR 125 K                               ;99;CONVERSAO                     ;VW  
