EMPRESA;REVENDA;NUMERO_NOTA_FISCAL;SERIE_NOTA_FISCAL;TIPO_TRANSACAO;DTA_ENTRADA_SAIDA;DTA_DOCUMENTO;CLIENTE;DEPARTAMENTO;USUARIO;REVENDA_ORIGEM;QUANTIDADE;VAL_FRETE;VAL_DESCONTO;VAL_SEGURO;VAL_IPI;VAL_PIS;VAL_COFINS;VAL_TOTAL_REAL_ITEM;VAL_TOTAL_NOTA_ITEM;VAL_ICMS_RETIDO;VAL_CUSTO_CONTABIL;VAL_ICMS;VENDEDOR;VAL_ISS_RETIDO;COD_SETOR_VENDA;VAL_BONUS;MODELO
5;2;14468;1    ;V21;2017/12/21 00:00:00.000;2017/12/21 00:00:00.000;191751;100;26;2;1;0;0;0;0;0;0;47500;47500;0;42161.74;0; 4;;N;;5U5TK4
5;2;15684;1    ;V21;2018/01/26 00:00:00.000;2018/01/26 00:00:00.000;192248;100;587;2;1;0;0;0;0;0;0;73500;73500;0;72290.73;0; 61;;N;;5UD6S4
5;2;12303;1    ;V21;2017/10/23 00:00:00.000;2017/10/23 00:00:00.000;190724;100;332;2;1;0;0;0;0;0;0;50900;50900;0;50680.66;0; 31;;N;;5U5FE4
5;2;11405;1    ;U21;2017/09/27 00:00:00.000;2017/09/27 00:00:00.000;44523;200;587;2;1;0;0;0;0;38.35;177;46900;46900;0;41000;422.1; 61;;U;;5Z5FE4
5;2;11667;1    ;V21;2017/10/06 00:00:00.000;2017/10/06 00:00:00.000;98620;100;31;2;1;0;0;0;0;0;0;43900;43900;0;40008.24;0; 3;;N;;5U5TK4
5;2;11747;1    ;V21;2017/10/09 00:00:00.000;2017/10/09 00:00:00.000;52447;100;443;2;1;0;0;0;0;0;0;43000;43000;0;40008.24;0; 67;;N;;5U5TK4
5;2;9996;1    ;V21;2017/08/16 00:00:00.000;2017/08/16 00:00:00.000;189661;100;587;2;1;0;0;0;0;0;0;56500;56500;0;46519;0; 61;;N;;5U5EK4
5;2;12833;1    ;V21;2017/11/09 00:00:00.000;2017/11/09 00:00:00.000;191029;100;31;2;1;0;0;0;0;0;0;40000;40000;0;40008.24;0; 3;;N;;5U5TK4
5;2;9437;1    ;V21;2017/07/31 00:00:00.000;2017/07/31 00:00:00.000;189407;100;101;2;1;0;0;0;0;0;0;43900;43900;0;39729.06;0; 24;;N;;5U5TK4
5;2;13410;1    ;V21;2017/11/23 00:00:00.000;2017/11/23 00:00:00.000;191208;100;332;2;1;0;0;0;0;0;0;38700;38700;0;40008.24;0; 31;;N;;5U5TK4
5;2;1185;1    ;U21;2016/11/17 00:00:00.000;2016/11/17 00:00:00.000;96339;200;19;2;1;0;0;0;0;0;0;33000;33000;0;33000;297; 47;;U;;9BG8090
5;2;4451;1    ;V21;2017/03/06 00:00:00.000;2017/03/06 00:00:00.000;14737;100;54;2;1;0;0;0;0;0;0;47900;47900;0;46096.5;0; 6;;N;;6A53K6
5;2;5097;1    ;V21;2017/03/22 00:00:00.000;2017/03/22 00:00:00.000;19807;100;31;2;1;0;0;0;0;0;0;57000;57000;0;50342.07;0; 3;;N;;6A5CP4
5;2;4802;1    ;V21;2017/03/14 00:00:00.000;2017/03/14 00:00:00.000;100539;100;31;2;1;0;5060;0;0;0;0;38990;38990;0;38705.35;0; 3;;N;;5U5DK4
5;2;4131;1    ;V21;2017/02/22 00:00:00.000;2017/02/22 00:00:00.000;100002;100;31;2;1;0;3570;0;0;0;0;77900;77900;0;70081.98;0; 3;;N;;5UD6S4
5;2;2614;1    ;V21;2016/12/30 00:00:00.000;2016/12/30 00:00:00.000;26142;100;101;2;1;0;0;0;0;0;0;50660;50660;0;43542.47;0; 24;;N;;5Z55K4
5;2;6404;1    ;V21;2017/05/04 00:00:00.000;2017/05/04 00:00:00.000;102490;100;101;2;1;0;0;0;0;0;0;38590;38590;0;38798.41;0; 24;;N;;5U5DK4
5;2;2397;1    ;V21;2016/12/23 00:00:00.000;2016/12/23 00:00:00.000;35777;100;101;2;1;0;4999.78;0;0;0;0;37890;37890;0;38053.9;0; 24;;N;;5U5DK4
5;2;2871;1    ;V21;2017/01/11 00:00:00.000;2017/01/11 00:00:00.000;46852;100;54;2;1;0;0;0;0;0;0;38720;38720;0;38053.9;0; 6;;N;;5U5DK4
5;2;944;1    ;V21;2016/11/09 00:00:00.000;2016/11/09 00:00:00.000;97722;100;101;2;1;0;0;0;0;0;0;42500;42500;0;38038.06;0; 24;;N;;5U5DK4
5;2;4331;1    ;V21;2017/03/01 00:00:00.000;2017/03/01 00:00:00.000;60860;100;332;2;1;0;0;0;0;0;0;63000;63000;0;61344.63;0; 31;;N;;5U6HE4
5;2;7373;1    ;V21;2017/05/31 00:00:00.000;2017/05/31 00:00:00.000;8094;100;33;2;1;0;0;0;0;0;0;43990;43990;0;39206.95;0; 5;;N;;5U5DK4
5;2;8946;1    ;V21;2017/07/17 00:00:00.000;2017/07/17 00:00:00.000;189042;100;101;2;1;0;0;0;0;0;0;68900;68900;0;58068.77;0; 24;;N;;5UDNE4
5;2;5314;1    ;V21;2017/03/29 00:00:00.000;2017/03/29 00:00:00.000;101193;100;31;2;1;0;0;0;0;0;0;49000;49000;0;45506.47;0; 3;;N;;5U5EK4
5;2;5385;1    ;V21;2017/03/30 00:00:00.000;2017/03/30 00:00:00.000;27157;100;26;2;1;0;0;0;0;0;0;71900;71900;0;64453.68;0; 4;;N;;5U6HE6
5;2;4308;1    ;V21;2017/02/28 00:00:00.000;2017/02/28 00:00:00.000;31184;100;54;2;1;0;0;0;0;0;0;45990;45990;0;44172.87;0; 6;;N;;5U5EK4
5;2;5736;1    ;V21;2017/04/11 00:00:00.000;2017/04/11 00:00:00.000;101690;100;332;2;1;0;0;0;0;0;0;45990;45990;0;44172.87;0; 31;;N;;5U5EK4
5;2;1920;1    ;U21;2016/12/09 00:00:00.000;2016/12/09 00:00:00.000;98117;200;19;2;1;0;0;0;0;0;0;54000;54000;0;54000;324; 47;;U;;S10
5;2;3237;1    ;V21;2017/01/24 00:00:00.000;2017/01/24 00:00:00.000;98874;100;26;2;1;0;0;0;0;0;0;47000;47000;0;46722.94;0; 4;;N;;5U5EK4
5;2;3831;1    ;V21;2017/02/14 00:00:00.000;2017/02/14 00:00:00.000;99654;100;101;2;1;0;0;0;0;0;0;59900;59900;0;53760.76;0; 24;;N;;5U6FE4
5;2;7169;1    ;V21;2017/05/29 00:00:00.000;2017/05/29 00:00:00.000;97978;100;332;2;1;0;0;0;0;0;0;39500;39500;0;39654.6;0; 31;;N;;5U5DK4
5;2;4111;1    ;V21;2017/02/21 00:00:00.000;2017/02/21 00:00:00.000;59061;100;26;2;1;0;0;0;0;0;0;66000;66000;0;59040.63;0; 4;;N;;5Z5DS2
5;2;6306;1    ;V21;2017/04/28 00:00:00.000;2017/04/28 00:00:00.000;102261;100;33;2;1;0;0;0;0;0;0;59166;59166;0;43544.2;0; 5;;N;;5U5TE4
5;2;5434;1    ;V21;2017/03/31 00:00:00.000;2017/03/31 00:00:00.000;49111;100;101;2;1;0;0;0;0;0;0;38990;38990;0;38798.41;0; 24;;N;;5U5DK4
5;2;12349;1    ;V21;2017/10/24 00:00:00.000;2017/10/24 00:00:00.000;190771;100;587;2;1;0;0;0;0;0;0;45900;45900;0;40240.9;0; 61;;N;;6A62K4
5;2;5990;1    ;V21;2017/04/19 00:00:00.000;2017/04/19 00:00:00.000;6903;100;332;2;1;0;0;0;0;0;0;47900;47900;0;47253.82;0; 31;;N;;6A53P4
5;2;1678;1    ;V21;2016/11/30 00:00:00.000;2016/11/30 00:00:00.000;98006;100;332;2;1;0;0;0;0;0;0;44990;44990;0;46757.43;0; 31;;N;;5U6TE4
5;2;4337;1    ;U21;2017/03/01 00:00:00.000;2017/03/01 00:00:00.000;24171;200;19;2;1;0;0;0;0;2.28;10.5;17350;17350;0;17000;156.15; 47;;U;;8AG7517
5;2;6287;1    ;V21;2017/04/28 00:00:00.000;2017/04/28 00:00:00.000;102337;100;31;2;1;0;0;0;0;0;0;52000;52000;0;46490.09;0; 3;;N;;5Z55K4
5;2;3223;1    ;V21;2017/01/23 00:00:00.000;2017/01/23 00:00:00.000;60787;100;31;2;1;0;0;0;0;0;0;78000;78000;0;68699.26;0; 3;;N;;5Z54S2
5;2;2541;1    ;V21;2016/12/28 00:00:00.000;2016/12/28 00:00:00.000;98471;100;31;2;1;0;0;0;0;0;0;49900;49900;0;42897.2;0; 3;;N;;5Z55K4
5;2;2467;1    ;V21;2016/12/27 00:00:00.000;2016/12/27 00:00:00.000;98443;100;101;2;1;0;0;0;0;0;0;46400;46400;0;46148.61;0; 24;;N;;6A53P4
5;2;6142;1    ;V21;2017/04/25 00:00:00.000;2017/04/25 00:00:00.000;17549;100;332;2;1;0;0;0;0;0;0;38990;38990;0;38798.41;0; 31;;N;;5U5DK4
5;2;13673;1    ;U21;2017/11/30 00:00:00.000;2017/11/30 00:00:00.000;24171;200;19;2;1;0;0;0;0;0;0;30000;30000;0;30000;270; 47;;U;;5Z55E4
5;2;6777;1    ;U21;2017/05/16 00:00:00.000;2017/05/16 00:00:00.000;187548;200;31;2;1;0;0;0;0;9.1;42;36400;36400;0;35000;327.6; 3;;U;;6A53P4
5;2;14119;1    ;U21;2017/12/13 00:00:00.000;2017/12/13 00:00:00.000;50914;200;19;2;1;0;0;0;0;0;0;41000;41000;0;41000;369; 47;;U;;2HBC24
5;2;29445;1    ;U21;2019/04/17 00:00:00.000;2019/04/17 00:00:00.000;198632;200;732;2;1;0;0;0;0;16.25;75;48500;48500;0;46000;291; 110;;U;;2HBB34
5;2;17655;1    ;U21;2018/03/23 00:00:00.000;2018/03/23 00:00:00.000;192999;200;553;2;1;0;0;0;0;69.81;322.2;38740;38740;0;28000;348.66; 53;;U;;3051N2
5;2;27188;1    ;U21;2019/01/23 00:00:00.000;2019/01/23 00:00:00.000;197676;200;31;2;1;0;0;0;0;45.5;210;32000;32000;0;25000;288; 3;;U;;5Z56N4
5;2;20270;1    ;U21;2018/06/11 00:00:00.000;2018/06/11 00:00:00.000;50914;200;19;2;1;0;0;0;0;6.5;30;19000;19000;0;18000;171; 47;;U;;5U14E4
5;2;6257;1    ;U21;2017/04/28 00:00:00.000;2017/04/28 00:00:00.000;24171;200;19;2;1;0;0;0;0;3.25;15;19500;19500;0;19000;175.5; 47;;U;;5U3DN4
5;2;23098;1    ;U21;2018/09/04 00:00:00.000;2018/09/04 00:00:00.000;50914;200;694;2;1;0;0;0;0;4.55;21;14700;14700;0;14000;132.3; 99;;U;;5U11C4
5;2;2676;1    ;U21;2017/01/03 00:00:00.000;2017/01/03 00:00:00.000;96339;200;19;2;1;0;0;0;0;3.25;15;20500;20500;0;20000;184.5; 47;;U;;5U31E4
5;2;4763;1    ;U21;2017/03/14 00:00:00.000;2017/03/14 00:00:00.000;97665;100;19;2;1;0;0;0;0;0.65;3;8100;8100;0;8000;72.9; 47;;U;;5Z11C4
1;1;98293;2    ;V21;2016/01/11 00:00:00.000;2016/01/11 00:00:00.000;6040;100;101;1;1;0;7632.85;0;0;0;0;37900;37900;0;34790.72;0; 110062;;N;;5U3BN4
1;1;94084;2    ;V21;2015/09/02 00:00:00.000;2015/09/02 00:00:00.000;61826;100;101;1;1;0;8532.85;0;0;0;0;37000;37000;0;34983.73;0; 110062;;N;;5U3BN4
1;1;88972;2    ;V21;2015/04/15 00:00:00.000;2015/04/15 00:00:00.000;53723;100;101;1;1;0;1690;0;0;0;0;35990;35990;0;32738.19;0; 110062;;N;;5U3BN4
1;1;97637;2    ;V21;2015/12/18 00:00:00.000;2015/12/18 00:00:00.000;47079;100;101;1;1;0;0;0;0;0;0;52150;52150;0;50377.63;0; 110062;;N;;5U4FE4
1;1;88136;2    ;V09;2015/03/20 00:00:00.000;2015/03/20 00:00:00.000;1;100;;1;-1;0;0;0;0;0;0;-45750;-45750;0;-38977.02;0; 110011;;N;;5U3PE4
1;1;96893;2    ;V21;2015/11/27 00:00:00.000;2015/11/27 00:00:00.000;63618;100;101;1;1;0;0;0;0;0;0;44800;44800;0;41143.64;0; 110062;;N;;6A53K6
1;1;100528;2    ;V21;2016/03/22 00:00:00.000;2016/03/22 00:00:00.000;44297;100;101;1;1;0;0;0;0;0;0;51900;51900;0;46651.29;0; 110062;;N;;5U6FK4
1;1;100453;2    ;V21;2016/03/18 00:00:00.000;2016/03/18 00:00:00.000;65525;100;332;1;1;0;6300;0;0;0;0;64990;64990;0;62809.77;0; 110092;;N;;5UB6S4
1;1;95866;2    ;V21;2015/10/29 00:00:00.000;2015/10/29 00:00:00.000;63104;100;29;1;1;0;7510;0;0;0;0;39900;39900;0;37616.53;0; 110002;;N;;5U3RN4
1;1;100822;2    ;V21;2016/03/31 00:00:00.000;2016/03/31 00:00:00.000;28334;100;101;1;1;0;2660;0;0;0;0;52900;52900;0;48583.89;0; 110062;;N;;5U6FE4
1;1;87962;2    ;V21;2015/03/16 00:00:00.000;2015/03/16 00:00:00.000;53047;100;29;1;1;0;0;0;0;0;0;43900;43900;0;39923.34;0; 110002;;N;;5U4PN4
1;1;93574;2    ;V21;2015/08/18 00:00:00.000;2015/08/18 00:00:00.000;61479;100;32;1;1;0;7638;0;0;0;0;55128;55128;0;53061.62;0; 110034;;N;;5Z9PE4
1;1;101028;2    ;V21;2016/04/07 00:00:00.000;2016/04/07 00:00:00.000;65798;100;26;1;1;0;5111;0;0;0;0;55000;55000;0;53078.81;0; 110005;;N;;5UBTE4
1;1;94821;2    ;V21;2015/09/25 00:00:00.000;2015/09/25 00:00:00.000;62404;100;31;1;1;0;0;0;0;0;0;38143;38143;0;35261.95;0; 110004;;N;;6A52K4
1;1;93759;2    ;V21;2015/08/24 00:00:00.000;2015/08/24 00:00:00.000;58652;100;31;1;1;0;8310;0;0;0;0;39900;39900;0;37520.79;0; 110004;;N;;5U3PE4
1;1;94831;2    ;V21;2015/09/25 00:00:00.000;2015/09/25 00:00:00.000;44331;100;31;1;1;0;2620;0;0;0;0;52000;52000;0;46761.05;0; 110004;;N;;5U3FE4
1;1;95039;2    ;V21;2015/10/01 00:00:00.000;2015/10/01 00:00:00.000;62538;100;29;1;1;0;629.62;0;0;0;0;36500;36500;0;35261.95;0; 110002;;N;;6A52K4
1;1;96688;2    ;V21;2015/11/23 00:00:00.000;2015/11/23 00:00:00.000;63516;100;31;1;1;0;6222.85;0;0;0;0;36900;36900;0;34698.64;0; 110004;;N;;5U3BN4
1;1;96157;2    ;V21;2015/11/06 00:00:00.000;2015/11/06 00:00:00.000;25327;100;26;1;1;0;1397;0;0;0;0;43900;43900;0;41203.3;0; 110005;;N;;6A53P4
1;1;94690;2    ;V21;2015/09/22 00:00:00.000;2015/09/22 00:00:00.000;62316;100;31;1;1;0;3990;0;0;0;0;62000;62000;0;55868.12;0; 110004;;N;;5UBHE4
1;1;93316;2    ;V21;2015/08/11 00:00:00.000;2015/08/11 00:00:00.000;61292;100;29;1;1;0;7622.85;0;0;0;0;37910;37910;0;34983.73;0; 110002;;N;;5U3BN4
1;1;96960;2    ;V21;2015/11/30 00:00:00.000;2015/11/30 00:00:00.000;63652;100;29;1;1;0;3102;0;0;0;0;55900;55900;0;52313.51;0; 110002;;N;;5UBTE4
1;1;97890;2    ;V21;2015/12/28 00:00:00.000;2015/12/28 00:00:00.000;48129;100;101;1;1;0;2310;0;0;0;0;45900;45900;0;39224.24;0; 110062;;N;;5U3PE4
1;1;93062;2    ;V21;2015/08/03 00:00:00.000;2015/08/03 00:00:00.000;41800;100;101;1;1;0;4290;0;0;0;0;47900;47900;0;45454.22;0; 110062;;N;;5Z5RE4
1;1;93756;2    ;V21;2015/08/24 00:00:00.000;2015/08/24 00:00:00.000;18825;100;101;1;1;0;8032.85;0;0;0;0;37500;37500;0;34983.73;0; 110062;;N;;5U3BN4
1;1;93812;2    ;V21;2015/08/25 00:00:00.000;2015/08/25 00:00:00.000;61723;100;31;1;1;0;0;0;0;0;0;59000;59000;0;49185.46;0; 110004;;N;;5U4FE4
1;1;93553;2    ;V21;2015/08/17 00:00:00.000;2015/08/17 00:00:00.000;29372;100;26;1;1;0;0;0;0;0;0;54600;54600;0;49185.46;0; 110005;;N;;5U4FE4
1;1;99817;2    ;V21;2016/02/26 00:00:00.000;2016/02/26 00:00:00.000;17960;100;26;1;1;0;4632.85;0;0;0;0;40900;40900;0;35711.34;0; 110005;;N;;5U3BN4
1;1;97894;2    ;V21;2015/12/28 00:00:00.000;2015/12/28 00:00:00.000;43970;100;31;1;1;0;0;0;0;0;0;41500;41500;0;38752.14;0; 110004;;N;;6A53K4
1;1;99665;2    ;V21;2016/02/22 00:00:00.000;2016/02/22 00:00:00.000;65052;100;31;1;1;0;3021;0;0;0;0;47000;47000;0;46059.83;0; 110004;;N;;5U4PE4
1;1;97612;2    ;V21;2015/12/18 00:00:00.000;2015/12/18 00:00:00.000;46900;100;29;1;1;0;4542.85;0;0;0;0;38580;38580;0;34790.72;0; 110002;;N;;5U3BN4
1;1;100034;2    ;V21;2016/03/04 00:00:00.000;2016/03/04 00:00:00.000;65235;100;31;1;1;0;5542.85;0;0;0;0;39990;39990;0;35711.34;0; 110004;;N;;5U3BN4
1;1;99671;2    ;V21;2016/02/23 00:00:00.000;2016/02/23 00:00:00.000;65048;100;31;1;1;0;7787.85;0;0;0;0;37745;37745;0;35711.34;0; 110004;;N;;5U3BN4
1;1;100363;2    ;V21;2016/03/15 00:00:00.000;2016/03/15 00:00:00.000;45570;100;101;1;1;0;0;0;0;0;0;60900;60900;0;53487.62;0; 110062;;N;;5UBTE4
1;1;98334;2    ;V21;2016/01/12 00:00:00.000;2016/01/12 00:00:00.000;49532;100;26;1;1;0;990;0;0;0;0;43500;43500;0;41011.02;0; 110005;;N;;6A53P4
1;1;98841;2    ;V21;2016/01/26 00:00:00.000;2016/01/26 00:00:00.000;64690;100;31;1;1;0;7432.85;0;0;0;0;38100;38100;0;35527.22;0; 110004;;N;;5U3BN4
1;1;93604;2    ;V21;2015/08/19 00:00:00.000;2015/08/19 00:00:00.000;61518;100;29;1;1;0;14032.85;0;0;0;0;41500;41500;0;34983.73;0; 110002;;N;;5U3BN4
1;1;98290;2    ;V21;2016/01/11 00:00:00.000;2016/01/11 00:00:00.000;21326;100;31;1;1;0;15451;0;0;0;0;136900;136900;0;132634.04;0; 110004;;N;;2HBB3A
1;1;99564;2    ;V21;2016/02/19 00:00:00.000;2016/02/19 00:00:00.000;64791;100;31;1;1;0;2021;0;0;0;0;48000;48000;0;47080.5;0; 110004;;N;;5U4PE4
1;1;99545;2    ;V21;2016/02/18 00:00:00.000;2016/02/18 00:00:00.000;65009;100;31;1;1;0;0;0;0;0;0;55400;55400;0;49225.15;0; 110004;;N;;5U4FE4
1;1;100539;2    ;V21;2016/03/22 00:00:00.000;2016/03/22 00:00:00.000;65564;100;101;1;1;0;1600;0;0;0;0;49900;49900;0;46392.89;0; 110062;;N;;5Z56E4
1;1;100993;2    ;V21;2016/04/06 00:00:00.000;2016/04/06 00:00:00.000;65783;100;26;1;1;0;1310;0;0;0;0;54250;54250;0;48583.89;0; 110005;;N;;5U6FE4
1;1;97096;2    ;V21;2015/12/03 00:00:00.000;2015/12/03 00:00:00.000;63715;100;101;1;1;0;0;0;0;0;0;47900;47900;0;44818.2;0; 110062;;N;;5Z5EK4
1;1;98105;2    ;V21;2016/01/05 00:00:00.000;2016/01/05 00:00:00.000;64192;100;101;1;1;0;4528.85;0;0;0;0;38594;38594;0;34790.72;0; 110062;;N;;5U3BN4
1;1;91916;2    ;U21;2015/07/02 00:00:00.000;2015/07/02 00:00:00.000;24229;200;53;1;1;0;0;0;0;0;0;80000;80000;0;80000;680; 110011;;U;;CHEVROL
1;1;89379;2    ;V21;2015/04/27 00:00:00.000;2015/04/27 00:00:00.000;38093;100;101;1;1;0;1010;0;0;0;0;37500;37500;0;31877.4;0; 110062;;N;;5U3BN4
1;1;92565;2    ;V21;2015/07/21 00:00:00.000;2015/07/21 00:00:00.000;60848;100;30;1;1;0;6855;0;0;0;0;40900;40900;0;39420.13;0; 110008;;N;;5U3FN4
1;1;91064;2    ;V21;2015/06/10 00:00:00.000;2015/06/10 00:00:00.000;54358;100;29;1;1;0;5431;0;0;0;0;43990;43990;0;42401.28;0; 110002;;N;;5Z56N4
1;1;90197;2    ;V21;2015/05/18 00:00:00.000;2015/05/18 00:00:00.000;54041;100;101;1;1;0;0;0;0;0;0;50900;50900;0;48832.26;0; 110062;;N;;5U4FE4
1;1;98722;2    ;I21;2016/01/22 00:00:00.000;2016/01/22 00:00:00.000;11389;200;101;1;1;0;0;0;0;0;0;58000;58000;0;49410.48;522; 110062;;U;;5UB6S4
1;1;89007;2    ;V21;2015/04/16 00:00:00.000;2015/04/16 00:00:00.000;53396;100;26;1;1;0;4620;0;0;0;0;65000;65000;0;60332.85;0; 110005;;N;;5UB6S4
1;1;92714;2    ;V21;2015/07/24 00:00:00.000;2015/07/24 00:00:00.000;60735;100;29;1;1;0;5085;0;0;0;0;42670;42670;0;39420.13;0; 110002;;N;;5U3FN4
1;1;94915;2    ;V21;2015/09/29 00:00:00.000;2015/09/29 00:00:00.000;62471;100;30;1;1;0;1120;0;0;0;0;53500;53500;0;45155.35;0; 110008;;N;;5U3FE4
1;1;91278;2    ;V21;2015/06/16 00:00:00.000;2015/06/16 00:00:00.000;54431;100;29;1;1;0;3200;0;0;0;0;48990;48990;0;45454.22;0; 110002;;N;;5Z5RE4
1;1;90515;2    ;V21;2015/05/27 00:00:00.000;2015/05/27 00:00:00.000;13388;100;101;1;1;0;6002;0;0;0;0;53000;53000;0;51622.51;0; 110062;;N;;5UBTE4
1;1;91746;2    ;V21;2015/06/29 00:00:00.000;2015/06/29 00:00:00.000;60275;100;101;1;1;0;1570.6;0;0;0;0;38339.4;38339.4;0;39496.37;0; 110062;;N;;5U3PN4
1;1;91487;2    ;V21;2015/06/19 00:00:00.000;2015/06/19 00:00:00.000;54468;100;30;1;1;0;2010;0;0;0;0;37900;37900;0;39496.37;0; 110008;;N;;5U3PN4
1;1;94886;2    ;V21;2015/09/28 00:00:00.000;2015/09/28 00:00:00.000;62444;100;31;1;1;0;2097.37;0;0;0;0;62000;62000;0;55717.86;0; 110004;;N;;5Z9PE4
1;1;91420;2    ;I21;2015/06/18 00:00:00.000;2015/06/18 00:00:00.000;54454;200;53;1;1;0;0;0;0;0;0;120000;120000;0;113698.61;1020; 110011;;U;;VW-185 
1;1;91240;2    ;V21;2015/06/15 00:00:00.000;2015/06/15 00:00:00.000;24834;100;29;1;1;0;7942;0;0;0;0;149900;149900;0;141510.11;0; 110002;;N;;2HBC3A
1;1;89587;2    ;V21;2015/05/04 00:00:00.000;2015/05/04 00:00:00.000;33713;100;29;1;1;0;3450;0;0;0;0;36000;36000;0;33383.78;0; 110002;;N;;5U3BN4
1;1;89816;2    ;V21;2015/05/08 00:00:00.000;2015/05/08 00:00:00.000;54023;100;30;1;1;0;1550;0;0;0;0;37900;37900;0;33383.78;0; 110008;;N;;5U3BN4
1;1;89402;2    ;V21;2015/04/28 00:00:00.000;2015/04/28 00:00:00.000;32689;100;26;1;1;0;1550;0;0;0;0;37900;37900;0;33383.78;0; 110005;;N;;5U3BN4
1;1;91591;2    ;V21;2015/06/24 00:00:00.000;2015/06/24 00:00:00.000;48319;100;29;1;1;0;4535;0;0;0;0;55500;55500;0;52558.02;0; 110002;;N;;5UBTE4
1;1;90832;2    ;V21;2015/06/03 00:00:00.000;2015/06/03 00:00:00.000;37876;100;29;1;1;0;11320;0;0;0;0;34990;34990;0;33196.66;0; 110002;;N;;5U3BN4
1;1;94022;2    ;V21;2015/08/31 00:00:00.000;2015/08/31 00:00:00.000;61869;100;101;1;1;0;11230;0;0;0;0;34900;34900;0;32990.82;0; 110062;;N;;5U3BN4
1;1;90634;2    ;V21;2015/05/29 00:00:00.000;2015/05/29 00:00:00.000;54245;100;101;1;1;0;5540;0;0;0;0;38900;38900;0;33163.25;0; 110062;;N;;5U3PN4
1;1;90491;2    ;V21;2015/05/27 00:00:00.000;2015/05/27 00:00:00.000;19788;100;30;1;1;0;10560;0;0;0;0;35750;35750;0;33196.66;0; 110008;;N;;5U3BN4
1;1;90334;2    ;V21;2015/05/22 00:00:00.000;2015/05/22 00:00:00.000;54161;100;101;1;1;0;5620;0;0;0;0;64000;64000;0;60332.85;0; 110062;;N;;5UB6S4
1;1;90922;2    ;V21;2015/06/05 00:00:00.000;2015/06/05 00:00:00.000;54319;100;31;1;1;0;14288;0;0;0;0;147220;147220;0;144829.8;0; 110004;;N;;2HBC3A
1;1;88890;2    ;V21;2015/04/11 00:00:00.000;2015/04/11 00:00:00.000;51882;100;26;1;1;0;2160;0;0;0;0;36690;36690;0;33694.11;0; 110005;;N;;6A52K4
1;1;88735;2    ;V21;2015/04/07 00:00:00.000;2015/04/07 00:00:00.000;53552;100;29;1;1;0;6080;0;0;0;0;39990;39990;0;39923.34;0; 110002;;N;;5U4PN4
1;1;88055;2    ;V21;2015/03/18 00:00:00.000;2015/03/18 00:00:00.000;53131;100;29;1;1;0;1440;0;0;0;0;38900;38900;0;32725.16;0; 110002;;N;;5U3BN4
1;1;88146;2    ;V09;2015/03/20 00:00:00.000;2015/03/20 00:00:00.000;1;100;;1;-1;0;0;0;0;0;0;-36317;-36317;0;-33220.88;0; 110011;;N;;5U3BN4
1;1;87500;2    ;V21;2015/03/02 00:00:00.000;2015/03/02 00:00:00.000;52696;100;30;1;1;0;0;0;0;0;0;39900;39900;0;37546.33;0; 110008;;N;;5U3PN4
1;1;87514;2    ;V21;2015/03/03 00:00:00.000;2015/03/03 00:00:00.000;19045;100;28;1;1;0;0;0;0;0;0;34490;34490;0;32725.16;0; 110003;;N;;5U3BN4
1;1;88302;2    ;V21;2015/03/25 00:00:00.000;2015/03/25 00:00:00.000;19045;100;27;1;1;0;5850;0;0;0;0;34490;34490;0;32725.16;0; 110001;;N;;5U3BN4
1;1;89023;2    ;V21;2015/04/16 00:00:00.000;2015/04/16 00:00:00.000;53761;100;101;1;1;0;3690;0;0;0;0;33990;33990;0;32725.16;0; 110062;;N;;5U3BN4
1;1;88722;2    ;V21;2015/04/07 00:00:00.000;2015/04/07 00:00:00.000;53543;100;101;1;1;0;9728;0;0;0;0;41000;41000;0;40571.63;0; 110062;;N;;5UATE4
1;1;89360;2    ;V21;2015/04/27 00:00:00.000;2015/04/27 00:00:00.000;53872;100;26;1;1;0;8170;0;0;0;0;53900;53900;0;48832.26;0; 110005;;N;;5U4FE4
1;1;87706;2    ;V21;2015/03/09 00:00:00.000;2015/03/09 00:00:00.000;6130;100;26;1;1;0;3850;0;0;0;0;50900;50900;0;47713.79;0; 110005;;N;;5U4FE4
1;1;89599;2    ;I21;2015/05/04 00:00:00.000;2015/05/04 00:00:00.000;53924;200;31;1;1;0;0;0;0;0;0;92000;92000;0;82773.63;782; 110004;;U;;1624N3
1;1;93678;2    ;U21;2015/08/20 00:00:00.000;2015/08/20 00:00:00.000;47872;200;53;1;1;0;0;0;0;0;0;60000;60000;0;60000;510; 110011;;U;;3C21H6
5;1;29900;2    ;V21;2017/12/22 00:00:00.000;2017/12/22 00:00:00.000;191776;100;360;1;1;0;0;0;0;0;0;43990;43990;0;41209.71;0; 1000008;;N;;5U5TK4
5;1;40717;2    ;U21;2019/04/26 00:00:00.000;2019/04/26 00:00:00.000;196992;200;19;1;1;0;0;0;0;6.5;30;23500;23500;0;22500;211.5; 300011;;U;;GM-024
5;1;39348;2    ;V21;2019/02/27 00:00:00.000;2019/02/27 00:00:00.000;88735;100;362;1;1;0;0;0;0;0;0;100000;100000;0;104119.79;0; 1000006;;N;9000;BU33LY
