,VAL_CUSTO_CONTABIL
2017-12-09,8717.229999999998
2017-12-10,0.0
2017-12-11,33196.41000000001
2017-12-12,32517.50000000001
2017-12-13,50747.350000000006
2017-12-14,32518.979999999992
2017-12-15,47395.64999999998
2017-12-16,18954.76
2017-12-17,0.0
2017-12-18,46405.06
2017-12-19,108712.12000000002
2017-12-20,40999.12000000001
2017-12-21,22871.429999999993
2017-12-22,33967.579999999994
2017-12-23,18104.45
2017-12-24,0.0
2017-12-25,0.0
2017-12-26,16323.52
2017-12-27,30629.769999999982
2017-12-28,37623.170000000006
2017-12-29,53726.88999999998
2017-12-30,12774.279999999999
2017-12-31,0.0
2018-01-01,0.0
2018-01-02,15606.060000000001
2018-01-03,20505.329999999994
2018-01-04,34705.48000000001
2018-01-05,28876.309999999994
2018-01-06,11163.599999999999
2018-01-07,0.0
2018-01-08,26602.999999999993
2018-01-09,24723.560000000012
2018-01-10,41404.56
2018-01-11,29911.630000000005
2018-01-12,19054.819999999996
2018-01-13,13782.759999999997
2018-01-14,0.0
2018-01-15,37499.05000000002
2018-01-16,31670.860000000008
2018-01-17,34956.74
2018-01-18,41616.899999999994
2018-01-19,73384.83
2018-01-20,47231.69000000002
2018-01-21,0.0
2018-01-22,25629.160000000007
2018-01-23,18744.839999999997
2018-01-24,33297.17999999999
2018-01-25,29519.420000000006
2018-01-26,39333.12999999999
2018-01-27,8430.45
2018-01-28,0.0
2018-01-29,26320.88000000001
2018-01-30,27256.85000000001
2018-01-31,88295.44
2018-02-01,17219.09
2018-02-02,20582.310000000005
2018-02-03,4228.18
2018-02-04,0.0
2018-02-05,60255.07000000003
2018-02-06,27257.279999999995
2018-02-07,27698.860000000008
2018-02-08,36549.48
2018-02-09,71160.79999999999
2018-02-10,9796.509999999998
2018-02-11,0.0
2018-02-12,0.0
2018-02-13,0.0
2018-02-14,28681.790000000005
2018-02-15,36855.68000000001
2018-02-16,51055.79
2018-02-17,43662.06999999999
2018-02-18,0.0
2018-02-19,48494.749999999985
2018-02-20,101904.94
2018-02-21,13538.960000000001
2018-02-22,15746.500000000004
2018-02-23,29046.29
2018-02-24,19404.229999999992
2018-02-25,0.0
2018-02-26,27802.059999999998
2018-02-27,29282.30000000001
2018-02-28,63677.90000000004
2018-03-01,17054.370000000006
2018-03-02,27570.619999999988
2018-03-03,27901.899999999998
2018-03-04,0.0
2018-03-05,28667.429999999993
2018-03-06,21063.929999999993
2018-03-07,25236.789999999997
2018-03-08,17089.91
2018-03-09,40210.259999999995
2018-03-10,19651.959999999995
2018-03-11,0.0
2018-03-12,34940.360000000015
2018-03-13,24565.539999999994
2018-03-14,27065.190000000006
2018-03-15,24857.44000000001
2018-03-16,32467.13
2018-03-17,12795.590000000002
2018-03-18,0.0
2018-03-19,22887.099999999995
2018-03-20,71523.84000000003
2018-03-21,9653.490000000002
2018-03-22,15333.48
2018-03-23,20610.570000000003
2018-03-24,14060.080000000002
2018-03-25,0.0
2018-03-26,28051.050000000007
2018-03-27,43556.87
2018-03-28,36855.63
2018-03-29,56372.939999999995
2018-03-30,0.0
2018-03-31,26776.689999999995
2018-04-01,0.0
2018-04-02,14442.750000000004
2018-04-03,30099.44
2018-04-04,59414.990000000005
2018-04-05,20230.359999999997
2018-04-06,28933.020000000004
2018-04-07,19520.39
2018-04-08,0.0
2018-04-09,49171.970000000016
2018-04-10,27171.090000000007
2018-04-11,26161.43
2018-04-12,56800.10000000003
2018-04-13,45307.86999999999
2018-04-14,42514.61999999999
2018-04-15,0.0
2018-04-16,44182.27
2018-04-17,42191.609999999986
2018-04-18,30963.14
2018-04-19,47630.95000000001
2018-04-20,69775.11000000002
2018-04-21,0.0
2018-04-22,0.0
2018-04-23,14406.080000000002
2018-04-24,29516.7
2018-04-25,47296.360000000015
2018-04-26,27617.960000000003
2018-04-27,57093.619999999995
2018-04-28,19938.639999999996
2018-04-29,0.0
2018-04-30,57822.240000000005
2018-05-01,0.0
2018-05-02,54862.23999999998
2018-05-03,18820.510000000002
2018-05-04,35079.38000000001
2018-05-05,6854.110000000001
2018-05-06,0.0
2018-05-07,21474.969999999998
2018-05-08,36348.17
2018-05-09,35717.98999999998
2018-05-10,20567.759999999995
2018-05-11,30497.940000000006
2018-05-12,12501.850000000002
2018-05-13,0.0
2018-05-14,28224.61
2018-05-15,37627.240000000005
2018-05-16,45794.31999999997
2018-05-17,50844.68999999998
2018-05-18,30093.14000000001
2018-05-19,55699.669999999984
2018-05-20,0.0
2018-05-21,11748.699999999999
2018-05-22,27079.289999999986
2018-05-23,26417.859999999993
2018-05-24,23278.030000000006
2018-05-25,42092.70999999999
2018-05-26,4667.400000000001
2018-05-27,0.0
2018-05-28,12008.599999999999
2018-05-29,19348.059999999994
2018-05-30,56701.960000000065
2018-05-31,187.01
2018-06-01,25353.24
2018-06-02,8050.29
2018-06-03,0.0
2018-06-04,12376.03
2018-06-05,31304.44000000001
2018-06-06,31827.720000000005
2018-06-07,45158.56999999999
2018-06-08,47798.42999999999
2018-06-09,13654.490000000003
2018-06-10,0.0
2018-06-11,24774.270000000004
2018-06-12,39278.549999999996
2018-06-13,39170.59
2018-06-14,43324.78
2018-06-15,20202.079999999994
2018-06-16,12749.809999999998
2018-06-17,0.0
2018-06-18,42978.20000000002
2018-06-19,27978.590000000004
2018-06-20,86106.7100000001
2018-06-21,36852.07
2018-06-22,12671.300000000001
2018-06-23,18911.909999999996
2018-06-24,0.0
2018-06-25,32171.420000000002
2018-06-26,39712.43
2018-06-27,18157.58
2018-06-28,31581.05
2018-06-29,39567.829999999965
2018-06-30,45211.68
2018-07-01,0.0
2018-07-02,16606.08999999999
2018-07-03,36040.25
2018-07-04,25587.350000000006
2018-07-05,22051.74999999999
2018-07-06,20613.280000000002
2018-07-07,4973.800000000001
2018-07-08,0.0
2018-07-09,21740.67999999999
2018-07-10,32082.019999999982
2018-07-11,38139.73000000001
2018-07-12,36807.54000000002
2018-07-13,36865.33999999999
2018-07-14,15728.619999999999
2018-07-15,0.0
2018-07-16,33409.740000000005
2018-07-17,43100.54000000001
2018-07-18,28033.639999999996
2018-07-19,41195.33000000001
2018-07-20,45871.96999999998
2018-07-21,4242.78
2018-07-22,0.0
2018-07-23,32412.320000000003
2018-07-24,22400.810000000005
2018-07-25,30864.929999999997
2018-07-26,24755.309999999998
2018-07-27,28978.120000000006
2018-07-28,13180.289999999999
2018-07-29,0.0
2018-07-30,35090.78999999999
2018-07-31,69274.26999999996
2018-08-01,13746.790000000003
2018-08-02,23100.49
2018-08-03,34826.14
2018-08-04,6369.580000000001
2018-08-05,0.0
2018-08-06,18763.820000000003
2018-08-07,17193.8
2018-08-08,20698.94999999999
2018-08-09,42133.00999999998
2018-08-10,24030.089999999993
2018-08-11,8187.93
2018-08-12,0.0
2018-08-13,42543.96999999998
2018-08-14,38036.87000000001
2018-08-15,34319.88999999999
2018-08-16,49767.06999999999
2018-08-17,39684.23000000001
2018-08-18,8773.560000000001
2018-08-19,0.0
2018-08-20,73757.23000000004
2018-08-21,34261.21
2018-08-22,26772.349999999995
2018-08-23,44996.57000000001
2018-08-24,23420.340000000007
2018-08-25,16000.160000000003
2018-08-26,0.0
2018-08-27,24962.260000000002
2018-08-28,22980.030000000002
2018-08-29,53415.0
2018-08-30,51399.530000000006
2018-08-31,62422.090000000004
2018-09-01,7402.74
2018-09-02,0.0
2018-09-03,13983.38
2018-09-04,17372.630000000005
2018-09-05,39678.240000000005
2018-09-06,16643.2
2018-09-07,0.0
2018-09-08,13023.669999999996
2018-09-09,0.0
2018-09-10,26391.369999999995
2018-09-11,35514.46999999998
2018-09-12,59998.900000000016
2018-09-13,30817.450000000015
2018-09-14,17983.96
2018-09-15,14159.31
2018-09-16,0.0
2018-09-17,38543.709999999985
2018-09-18,57752.020000000004
2018-09-19,33096.74
2018-09-20,72451.45999999993
2018-09-21,30257.580000000005
2018-09-22,3511.3900000000003
2018-09-23,0.0
2018-09-24,13884.830000000002
2018-09-25,31275.42
2018-09-26,18464.570000000007
2018-09-27,37028.070000000014
2018-09-28,39702.85000000001
2018-09-29,5224.549999999998
2018-09-30,0.0
2018-10-01,39569.11
2018-10-02,25809.21
2018-10-03,35180.82000000002
2018-10-04,22642.01
2018-10-05,8126.019999999998
2018-10-06,5097.51
2018-10-07,0.0
2018-10-08,28548.069999999992
2018-10-09,21539.57000000001
2018-10-10,26751.96
2018-10-11,31678.90000000001
2018-10-12,0.0
2018-10-13,15292.080000000002
2018-10-14,0.0
2018-10-15,25978.080000000005
2018-10-16,25786.84
2018-10-17,19695.900000000005
2018-10-18,19547.989999999998
2018-10-19,49827.53999999998
2018-10-20,36903.200000000004
2018-10-21,0.0
2018-10-22,23956.749999999993
2018-10-23,32888.78999999999
2018-10-24,16927.639999999996
2018-10-25,41153.400000000016
2018-10-26,22705.59999999999
2018-10-27,11723.02
2018-10-28,0.0
2018-10-29,10414.180000000002
2018-10-30,24767.57
2018-10-31,61748.39000000002
2018-11-01,22810.309999999994
2018-11-02,0.0
2018-11-03,4554.609999999997
2018-11-04,0.0
2018-11-05,46473.63999999999
2018-11-06,40332.85
2018-11-07,34844.3
2018-11-08,31241.290000000005
2018-11-09,25594.789999999986
2018-11-10,15095.069999999998
2018-11-11,0.0
2018-11-12,27950.420000000013
2018-11-13,43313.67
2018-11-14,17093.39
2018-11-15,0.0
2018-11-16,20734.229999999985
2018-11-17,10213.840000000004
2018-11-18,0.0
2018-11-19,21711.639999999992
2018-11-20,71550.63999999998
2018-11-21,20584.7
2018-11-22,44708.490000000005
2018-11-23,19843.96
2018-11-24,16114.480000000003
2018-11-25,0.0
2018-11-26,22031.54
2018-11-27,29999.08000000001
2018-11-28,24408.920000000002
2018-11-29,18897.2
2018-11-30,45394.54
2018-12-01,6684.499999999999
2018-12-02,0.0
2018-12-03,29635.560000000005
2018-12-04,36402.41
2018-12-05,23137.829999999987
2018-12-06,35169.65000000001
2018-12-07,40445.75
2018-12-08,5491.69
2018-12-09,0.0
2018-12-10,14463.560000000003
2018-12-11,18892.17
2018-12-12,45362.42999999999
2018-12-13,35809.71999999998
2018-12-14,35385.70999999999
2018-12-15,14408.729999999998
2018-12-16,0.0
2018-12-17,41457.59000000001
2018-12-18,16594.93
2018-12-19,31392.24999999999
2018-12-20,52492.04000000001
2018-12-21,20847.040000000008
2018-12-22,15525.720000000003
2018-12-23,0.0
2018-12-24,7423.27
2018-12-25,0.0
2018-12-26,26495.28
2018-12-27,26027.329999999994
2018-12-28,38012.95999999999
2018-12-29,44728.679999999986
2018-12-30,0.0
2018-12-31,5724.63
2019-01-01,0.0
2019-01-02,16305.079999999996
2019-01-03,41099.22000000001
2019-01-04,36842.27999999999
2019-01-05,22440.519999999997
2019-01-06,0.0
2019-01-07,30549.08000000001
2019-01-08,25178.449999999997
2019-01-09,35287.49000000001
2019-01-10,17366.500000000004
2019-01-11,43069.43000000002
2019-01-12,10302.05
2019-01-13,0.0
2019-01-14,54241.08999999997
2019-01-15,34678.79
2019-01-16,45575.68999999999
2019-01-17,32163.369999999995
2019-01-18,61265.13000000001
2019-01-19,21349.18
2019-01-20,0.0
2019-01-21,28504.289999999994
2019-01-22,44551.32
2019-01-23,20594.989999999998
2019-01-24,41615.46999999999
2019-01-25,36097.26999999999
2019-01-26,8013.909999999999
2019-01-27,0.0
2019-01-28,22788.660000000003
2019-01-29,24211.930000000004
2019-01-30,37934.56999999999
2019-01-31,55920.649999999994
2019-02-01,42039.98000000001
2019-02-02,6357.9800000000005
2019-02-03,0.0
2019-02-04,28555.390000000003
2019-02-05,44578.51999999999
2019-02-06,35631.83000000003
2019-02-07,45374.85
2019-02-08,26173.350000000002
2019-02-09,8145.38
2019-02-10,0.0
2019-02-11,20361.87000000001
2019-02-12,63767.16000000002
2019-02-13,19046.99
2019-02-14,22832.020000000004
2019-02-15,44307.37
2019-02-16,19649.229999999996
2019-02-17,0.0
2019-02-18,49994.409999999996
2019-02-19,36237.17000000002
2019-02-20,123330.27000000005
2019-02-21,22869.849999999995
2019-02-22,29937.560000000005
2019-02-23,13251.740000000002
2019-02-24,0.0
2019-02-25,15393.470000000003
2019-02-26,35230.89000000002
2019-02-27,42051.580000000016
2019-02-28,38690.14
2019-03-01,31119.190000000013
2019-03-02,10193.279999999997
2019-03-03,0.0
2019-03-04,2456.07
2019-03-05,1829.77
2019-03-06,35161.06
2019-03-07,42852.33999999999
2019-03-08,24370.979999999996
2019-03-09,9420.18
2019-03-10,0.0
2019-03-11,29186.749999999993
2019-03-12,18562.42000000001
2019-03-13,22241.879999999994
2019-03-14,35650.04
2019-03-15,46844.869999999995
2019-03-16,12924.979999999998
2019-03-17,0.0
2019-03-18,28151.92
2019-03-19,23267.300000000003
2019-03-20,117291.92999999996
2019-03-21,17925.31000000001
2019-03-22,24036.170000000002
2019-03-23,15647.819999999998
2019-03-24,0.0
2019-03-25,29260.37000000001
2019-03-26,9142.179999999998
2019-03-27,35335.090000000004
2019-03-28,39808.96
2019-03-29,51118.55000000003
2019-03-30,9866.900000000003
2019-03-31,0.0
2019-04-01,14827.250000000004
2019-04-02,17724.219999999998
2019-04-03,41803.72000000001
2019-04-04,37918.4
2019-04-05,41358.70999999999
2019-04-06,10144.85
2019-04-07,0.0
2019-04-08,25252.03
2019-04-09,26526.95000000001
2019-04-10,30704.789999999983
2019-04-11,42770.51000000002
2019-04-12,27786.01999999999
2019-04-13,10405.899999999998
2019-04-14,0.0
2019-04-15,26900.020000000008
2019-04-16,34122.340000000004
2019-04-17,46236.86999999998
2019-04-18,96272.64000000001
2019-04-19,0.0
2019-04-20,15542.59
2019-04-21,0.0
2019-04-22,16900.300000000003
2019-04-23,16970.149999999998
2019-04-24,21152.540000000005
2019-04-25,48387.50999999999
2019-04-26,28207.000000000007
2019-04-27,5960.470000000001
2019-04-28,0.0
2019-04-29,0.0
2019-04-30,0.0
2019-05-01,0.0
2019-05-02,0.0
2019-05-03,0.0
2019-05-04,0.0
2019-05-05,0.0
2019-05-06,0.0
2019-05-07,0.0
2019-05-08,0.0
2019-05-09,0.0
2019-05-10,0.0
2019-05-11,0.0
2019-05-12,0.0
2019-05-13,0.0
2019-05-14,0.0
2019-05-15,0.0
2019-05-16,0.0
2019-05-17,0.0
2019-05-18,0.0
2019-05-19,0.0
2019-05-20,0.0
2019-05-21,0.0
2019-05-22,0.0
2019-05-23,0.0
2019-05-24,0.0
2019-05-25,0.0
2019-05-26,0.0
2019-05-27,0.0
2019-05-28,0.0
2019-05-29,0.0
2019-05-30,0.0
2019-05-31,0.0
2019-06-01,0.0
2019-06-02,0.0
2019-06-03,0.0
2019-06-04,0.0
2019-06-05,0.0
2019-06-06,0.0
2019-06-07,0.0
2019-06-08,0.0
2019-06-09,0.0
2019-06-10,0.0
2019-06-11,0.0
2019-06-12,0.0
2019-06-13,0.0
2019-06-14,0.0
2019-06-15,0.0
2019-06-16,0.0
2019-06-17,0.0
2019-06-18,0.0
2019-06-19,0.0
2019-06-20,0.0
2019-06-21,0.0
2019-06-22,0.0
2019-06-23,0.0
2019-06-24,0.0
2019-06-25,0.0
2019-06-26,0.0
2019-06-27,0.0
2019-06-28,0.0
2019-06-29,0.0
2019-06-30,0.0
2019-07-01,0.0
2019-07-02,0.0
2019-07-03,0.0
2019-07-04,0.0
2019-07-05,0.0
2019-07-06,0.0
2019-07-07,0.0
2019-07-08,0.0
2019-07-09,0.0
2019-07-10,0.0
2019-07-11,0.0
2019-07-12,0.0
2019-07-13,0.0
2019-07-14,0.0
2019-07-15,0.0
2019-07-16,0.0
2019-07-17,0.0
2019-07-18,0.0
2019-07-19,0.0
2019-07-20,0.0
2019-07-21,0.0
2019-07-22,0.0
2019-07-23,0.0
2019-07-24,0.0
2019-07-25,0.0
2019-07-26,0.0
2019-07-27,0.0
2019-07-28,0.0
2019-07-29,0.0
2019-07-30,0.0
2019-07-31,0.0
2019-08-01,0.0
2019-08-02,0.0
2019-08-03,0.0
2019-08-04,0.0
2019-08-05,0.0
2019-08-06,0.0
2019-08-07,0.0
2019-08-08,0.0
2019-08-09,0.0
2019-08-10,0.0
2019-08-11,0.0
2019-08-12,0.0
2019-08-13,0.0
2019-08-14,0.0
2019-08-15,0.0
2019-08-16,0.0
2019-08-17,0.0
2019-08-18,0.0
2019-08-19,0.0
2019-08-20,0.0
2019-08-21,0.0
2019-08-22,0.0
2019-08-23,0.0
2019-08-24,0.0
2019-08-25,0.0
2019-08-26,0.0
2019-08-27,0.0
2019-08-28,0.0
2019-08-29,0.0
2019-08-30,0.0
2019-08-31,0.0
2019-09-01,0.0
2019-09-02,0.0
2019-09-03,0.0
2019-09-04,0.0
2019-09-05,0.0
2019-09-06,0.0
2019-09-07,0.0
2019-09-08,0.0
2019-09-09,0.0
2019-09-10,0.0
2019-09-11,0.0
2019-09-12,0.0
2019-09-13,0.0
2019-09-14,0.0
2019-09-15,0.0
2019-09-16,0.0
2019-09-17,0.0
2019-09-18,0.0
2019-09-19,0.0
2019-09-20,0.0
2019-09-21,0.0
2019-09-22,0.0
2019-09-23,0.0
2019-09-24,0.0
2019-09-25,0.0
2019-09-26,0.0
2019-09-27,0.0
2019-09-28,0.0
2019-09-29,0.0
2019-09-30,0.0
2019-10-01,0.0
2019-10-02,0.0
2019-10-03,0.0
2019-10-04,0.0
2019-10-05,0.0
2019-10-06,0.0
2019-10-07,0.0
2019-10-08,0.0
2019-10-09,0.0
2019-10-10,0.0
2019-10-11,0.0
2019-10-12,0.0
2019-10-13,0.0
2019-10-14,0.0
2019-10-15,0.0
2019-10-16,0.0
2019-10-17,0.0
2019-10-18,0.0
2019-10-19,0.0
2019-10-20,0.0
2019-10-21,0.0
2019-10-22,0.0
2019-10-23,0.0
2019-10-24,0.0
2019-10-25,0.0
2019-10-26,0.0
2019-10-27,0.0
2019-10-28,0.0
2019-10-29,0.0
2019-10-30,0.0
2019-10-31,0.0
2019-11-01,0.0
2019-11-02,0.0
2019-11-03,0.0
2019-11-04,0.0
2019-11-05,0.0
2019-11-06,0.0
2019-11-07,0.0
2019-11-08,0.0
2019-11-09,0.0
2019-11-10,0.0
2019-11-11,0.0
2019-11-12,0.0
2019-11-13,0.0
2019-11-14,0.0
2019-11-15,0.0
2019-11-16,0.0
2019-11-17,0.0
2019-11-18,0.0
2019-11-19,0.0
2019-11-20,0.0
2019-11-21,0.0
2019-11-22,0.0
2019-11-23,0.0
2019-11-24,0.0
2019-11-25,0.0
2019-11-26,0.0
2019-11-27,0.0
2019-11-28,0.0
2019-11-29,0.0
2019-11-30,0.0
2019-12-01,0.0
2019-12-02,0.0
2019-12-03,0.0
2019-12-04,0.0
2019-12-05,0.0
2019-12-06,0.0
2019-12-07,0.0
2019-12-08,0.0
2019-12-09,0.0
2019-12-10,0.0
2019-12-11,0.0
2019-12-12,0.0
2019-12-13,0.0
2019-12-14,0.0
2019-12-15,0.0
2019-12-16,0.0
2019-12-17,0.0
2019-12-18,0.0
2019-12-19,0.0
2019-12-20,0.0
