data,data,qtd_vendas,dayofmonth,dayofweek,month,year,small_MA,big_MA,qtd_vendas_previstas
2018-11-11,2018-11-11,0,11,6,11,2018,7.05,6.866666666666666,2.6498582321141737
2018-11-12,2018-11-12,6,12,0,11,2018,6.7,7.033333333333333,1.7242486076779544
2018-11-13,2018-11-13,10,13,1,11,2018,6.3,7.366666666666666,2.9627901690074436
2018-11-14,2018-11-14,9,14,2,11,2018,6.0,7.233333333333333,3.6476960400660086
2018-11-15,2018-11-15,0,15,3,11,2018,5.75,6.833333333333333,2.636447666912521
2018-11-16,2018-11-16,9,16,4,11,2018,6.2,6.966666666666667,0.006818681641457375
2018-11-17,2018-11-17,0,17,5,11,2018,6.2,6.833333333333333,10.895014254582932
2018-11-18,2018-11-18,0,18,6,11,2018,5.6,6.5,0.00838106147384498
2018-11-19,2018-11-19,21,19,0,11,2018,6.15,7.166666666666667,4.293526395956771
2018-11-20,2018-11-20,8,20,1,11,2018,5.6,7.4,7.476288198560079
2018-11-21,2018-11-21,17,21,2,11,2018,5.95,7.366666666666666,1.8328935999735432
2018-11-22,2018-11-22,2,22,3,11,2018,6.05,7.0,0.01402208711487062
2018-11-23,2018-11-23,12,23,4,11,2018,6.6,6.8,10.74793581337896
2018-11-24,2018-11-24,0,24,5,11,2018,6.6,6.3,2.154756410559106
2018-11-25,2018-11-25,0,25,6,11,2018,6.2,6.133333333333334,0.16196361030610254
2018-11-26,2018-11-26,11,26,0,11,2018,6.4,6.5,9.006500170957844
2018-11-27,2018-11-27,12,27,1,11,2018,6.55,6.9,0.39858042682384204
2018-11-28,2018-11-28,12,28,2,11,2018,6.65,6.9,0.5476014042029334
2018-11-29,2018-11-29,16,29,3,11,2018,7.25,7.1,0.9728692862989474
2018-11-30,2018-11-30,40,30,4,11,2018,9.25,7.8,7.358166303448601
2018-12-01,2018-12-01,0,1,5,12,2018,9.25,7.466666666666667,10.815938451424854
2018-12-02,2018-12-02,0,2,6,12,2018,8.95,7.466666666666667,7.955188906147404
2018-12-03,2018-12-03,6,3,0,12,2018,8.75,7.633333333333334,12.774443444357424
2018-12-04,2018-12-04,3,4,1,12,2018,8.45,7.733333333333333,4.113482348152409
2018-12-05,2018-12-05,4,5,2,12,2018,8.65,7.6,0.5667807796606825
2018-12-06,2018-12-06,13,6,3,12,2018,8.85,7.8,8.18524772399662
2018-12-07,2018-12-07,13,7,4,12,2018,9.5,7.933333333333334,7.808792948571384
2018-12-08,2018-12-08,6,8,5,12,2018,9.8,7.8,1.7667354021901571
2018-12-09,2018-12-09,0,9,6,12,2018,8.75,7.666666666666667,10.97659783229554
2018-12-10,2018-12-10,6,10,0,12,2018,8.65,7.866666666666666,7.206317276042232
2018-12-11,2018-12-11,8,11,1,12,2018,8.2,8.133333333333333,6.177154007650315
2018-12-12,2018-12-12,13,12,2,12,2018,8.75,8.366666666666667,0.03988589385847276
2018-12-13,2018-12-13,13,13,3,12,2018,8.8,8.466666666666667,1.5067559868720242
2018-12-14,2018-12-14,7,14,4,12,2018,9.15,8.4,7.37091221248674
2018-12-15,2018-12-15,0,15,5,12,2018,9.15,8.4,3.9725275473126764
2018-12-16,2018-12-16,0,16,6,12,2018,8.6,8.1,3.6859756447715086
2018-12-17,2018-12-17,12,17,0,12,2018,8.6,8.5,6.455137504631418
2018-12-18,2018-12-18,10,18,1,12,2018,8.5,8.833333333333334,0.0491550372741288
2018-12-19,2018-12-19,10,19,2,12,2018,8.2,8.466666666666667,7.543177365122086
2018-12-20,2018-12-20,23,20,3,12,2018,7.35,8.966666666666667,1.4330764930291693
2018-12-21,2018-12-21,8,21,4,12,2018,7.75,8.666666666666666,6.661861999351744
2018-12-22,2018-12-22,1,22,5,12,2018,7.8,8.633333333333333,10.82139372481767
2018-12-23,2018-12-23,0,23,6,12,2018,7.5,8.233333333333333,3.8848135082079125
2018-12-24,2018-12-24,1,24,0,12,2018,7.4,8.266666666666667,2.3239388600902737
2018-12-25,2018-12-25,0,25,1,12,2018,7.2,8.266666666666667,6.847685239489764
2018-12-26,2018-12-26,9,26,2,12,2018,7.0,8.2,10.521255400340978
2018-12-27,2018-12-27,8,27,3,12,2018,6.75,8.066666666666666,0.37052292440242396
2018-12-28,2018-12-28,11,28,4,12,2018,7.0,8.033333333333333,2.0432927246458723
2018-12-29,2018-12-29,6,29,5,12,2018,7.3,7.7,7.504371349329657
2018-12-30,2018-12-30,0,30,6,12,2018,7.0,6.366666666666666,2.308221557870581
2018-12-31,2018-12-31,3,31,0,12,2018,6.75,6.466666666666667,0.006818681641457375
2019-01-01,2019-01-01,0,1,1,1,2019,6.1,6.466666666666667,10.80027210559225
2019-01-02,2019-01-02,4,2,2,1,2019,5.65,6.4,0.9855179416558015
2019-01-03,2019-01-03,3,3,3,1,2019,5.45,6.4,1.6561561978606991
2019-01-04,2019-01-04,5,4,4,1,2019,5.7,6.433333333333334,8.74155317315746
2019-01-05,2019-01-05,3,5,5,1,2019,5.85,6.1,0.006818681641457375
2019-01-06,2019-01-06,0,6,6,1,2019,5.25,5.666666666666667,1.2260640973934571
2019-01-07,2019-01-07,13,7,0,1,2019,5.4,5.9,2.4865177137861356
2019-01-08,2019-01-08,7,8,1,1,2019,5.25,6.133333333333334,7.784313757006707
2019-01-09,2019-01-09,7,9,2,1,2019,4.45,6.166666666666667,3.1626065373287107
2019-01-10,2019-01-10,4,10,3,1,2019,4.25,6.033333333333333,0.007337912410688144
2019-01-11,2019-01-11,6,11,4,1,2019,4.5,5.8,0.017095529048100175
2019-01-12,2019-01-12,0,12,5,1,2019,4.5,5.366666666666666,0.28967333808800344
2019-01-13,2019-01-13,0,13,6,1,2019,4.45,5.133333333333334,11.489386047328486
2019-01-14,2019-01-14,11,14,0,1,2019,5.0,5.5,7.069807035922278
2019-01-15,2019-01-15,10,15,1,1,2019,5.05,5.833333333333333,7.562267542087238
2019-01-16,2019-01-16,12,16,2,1,2019,5.25,5.833333333333333,4.104154313520807
2019-01-17,2019-01-17,3,17,3,1,2019,4.85,5.6,1.4503870339476608
2019-01-18,2019-01-18,6,18,4,1,2019,4.85,5.466666666666667,12.619130269357152
2019-01-19,2019-01-19,5,19,5,1,2019,5.1,4.866666666666666,2.057141213513261
2019-01-20,2019-01-20,0,20,6,1,2019,4.95,4.6,2.3940791635257597
2019-01-21,2019-01-21,0,21,0,1,2019,4.95,4.566666666666666,4.976106619965013
2019-01-22,2019-01-22,7,22,1,1,2019,5.1,4.8,0.4701942728282511
2019-01-23,2019-01-23,6,23,2,1,2019,5.25,4.966666666666667,6.316031349812209
2019-01-24,2019-01-24,6,24,3,1,2019,5.3,5.166666666666667,0.9308180152674297
2019-01-25,2019-01-25,8,25,4,1,2019,5.55,5.133333333333334,12.206334149678964
2019-01-26,2019-01-26,0,26,5,1,2019,5.55,4.866666666666666,2.428235325141921
2019-01-27,2019-01-27,0,27,6,1,2019,4.9,4.5,17.518555778963677
2019-01-28,2019-01-28,11,28,0,1,2019,5.1,4.666666666666667,6.901934125084515
2019-01-29,2019-01-29,11,29,1,1,2019,5.3,5.033333333333333,5.215912131045829
2019-01-30,2019-01-30,10,30,2,1,2019,5.6,5.266666666666667,3.526835300744015
2019-01-31,2019-01-31,14,31,3,1,2019,6.0,5.733333333333333,0.0042744726943760875
2019-02-01,2019-02-01,2,1,4,2,2019,6.1,5.666666666666667,10.72526829799271
2019-02-02,2019-02-02,0,2,5,2,2019,6.1,5.566666666666666,10.04521542671905
2019-02-03,2019-02-03,0,3,6,2,2019,5.55,5.4,2.3024401594246537
2019-02-04,2019-02-04,1,4,0,2,2019,5.1,5.333333333333333,9.51362750423213
2019-02-05,2019-02-05,7,5,1,2,2019,4.85,5.566666666666666,9.052845784993313
2019-02-06,2019-02-06,2,6,2,2,2019,4.8,5.2,10.706606693401389
2019-02-07,2019-02-07,5,7,3,2,2019,4.75,5.133333333333334,5.081413788067152
2019-02-08,2019-02-08,8,8,4,2,2019,4.9,5.166666666666667,10.868978359926182
2019-02-09,2019-02-09,1,9,5,2,2019,4.95,5.066666666666666,0.0053876571105776015
2019-02-10,2019-02-10,0,10,6,2,2019,4.95,4.866666666666666,2.1667770617499413
2019-02-11,2019-02-11,6,11,0,2,2019,4.9,5.066666666666666,3.945319973394098
2019-02-12,2019-02-12,7,12,1,2,2019,4.95,5.3,1.8735321590878058
2019-02-13,2019-02-13,7,13,2,2,2019,5.0,5.166666666666667,2.4467909300155117
2019-02-14,2019-02-14,13,14,3,2,2019,5.25,5.266666666666667,9.731059878720714
2019-02-15,2019-02-15,4,15,4,2,2019,5.45,5.0,7.218146060371137
2019-02-16,2019-02-16,4,16,5,2,2019,5.65,5.033333333333333,7.817937720706214
2019-02-17,2019-02-17,0,17,6,2,2019,5.1,4.833333333333333,0.6359664405314986
2019-02-18,2019-02-18,6,18,0,2,2019,4.85,4.866666666666666,9.363916948842737
2019-02-19,2019-02-19,7,19,1,2,2019,4.7,5.1,7.373399698519367
2019-02-20,2019-02-20,9,20,2,2,2019,4.45,5.4,3.2091422095810067
2019-02-21,2019-02-21,4,21,3,2,2019,4.55,5.3,1.242414173820121
2019-02-22,2019-02-22,5,22,4,2,2019,4.8,5.266666666666667,2.7306726021350016
2019-02-23,2019-02-23,0,23,5,2,2019,4.8,5.066666666666666,0.006818681641457375
2019-02-24,2019-02-24,0,24,6,2,2019,4.75,4.8,9.277946385417783
2019-02-25,2019-02-25,13,25,0,2,2019,5.05,5.233333333333333,1.4809106844824798
2019-02-26,2019-02-26,5,26,1,2,2019,5.2,5.4,2.992314477482756
2019-02-27,2019-02-27,11,27,2,2,2019,5.5,5.4,3.715118020487822
2019-02-28,2019-02-28,11,28,3,2,2019,5.65,5.4,1.1093451896960236
2019-03-01,2019-03-01,0,1,4,3,2019,5.6,5.066666666666666,0.5800152121379228
2019-03-02,2019-03-02,0,2,5,3,2019,5.6,4.6,2.0087486112495387
2019-03-03,2019-03-03,0,3,6,3,2019,5.3,4.533333333333333,10.74793581337896
2019-03-04,2019-03-04,0,4,0,3,2019,4.95,4.533333333333333,0.002929645108169191
2019-03-05,2019-03-05,0,5,1,3,2019,4.6,4.533333333333333,18.475853650025723
2019-03-06,2019-03-06,6,6,2,3,2019,4.25,4.7,0.07168875378153727
2019-03-07,2019-03-07,18,7,3,3,2019,4.95,5.066666666666666,5.529383620500146
2019-03-08,2019-03-08,11,8,4,3,2019,5.3,5.366666666666666,0.6404523198848591
2019-03-09,2019-03-09,1,9,5,3,2019,5.35,5.233333333333333,2.556767794127399
2019-03-10,2019-03-10,0,10,6,3,2019,5.05,4.966666666666667,2.7132329196061495
2019-03-11,2019-03-11,3,11,0,3,2019,4.85,5.033333333333333,0.3783779244024239
2019-03-12,2019-03-12,7,12,1,3,2019,4.75,5.266666666666667,2.3057544282088984
2019-03-13,2019-03-13,5,13,2,3,2019,4.8,5.233333333333333,0.00900457907735481
2019-03-14,2019-03-14,10,14,3,3,2019,5.05,5.333333333333333,0.007337912410688144
2019-03-15,2019-03-15,8,15,4,3,2019,5.45,5.366666666666666,2.4272857216821784
2019-03-16,2019-03-16,3,16,5,3,2019,5.6,5.033333333333333,10.815938451424854
2019-03-17,2019-03-17,0,17,6,3,2019,4.95,4.9,14.824825674238955
2019-03-18,2019-03-18,10,18,0,3,2019,5.2,5.1,1.0286953962708147
2019-03-19,2019-03-19,4,19,1,3,2019,4.85,5.233333333333333,2.3771403543976306
2019-03-20,2019-03-20,11,20,2,3,2019,4.85,5.4,0.5713095360588608
2019-03-21,2019-03-21,6,21,3,3,2019,5.15,5.366666666666666,12.665554112009554
2019-03-22,2019-03-22,11,22,4,3,2019,5.7,5.433333333333334,10.582650162452614
2019-03-23,2019-03-23,0,23,5,3,2019,5.7,5.3,22.71676378699731
2019-03-24,2019-03-24,0,24,6,3,2019,5.7,5.133333333333334,0.014941697514473249
2019-03-25,2019-03-25,9,25,0,3,2019,6.15,5.433333333333334,8.933783454824034
2019-03-26,2019-03-26,10,26,1,3,2019,6.35,5.766666666666667,7.7917508281982535
2019-03-27,2019-03-27,11,27,2,3,2019,6.0,5.7,0.05582170394079547
2019-03-28,2019-03-28,9,28,3,3,2019,5.9,5.833333333333333,7.888285733091273
2019-03-29,2019-03-29,20,29,4,3,2019,6.85,6.133333333333334,0.00900457907735481
2019-03-30,2019-03-30,17,30,5,3,2019,7.7,6.333333333333333,0.017095529048100175
2019-03-31,2019-03-31,0,31,6,3,2019,7.55,6.333333333333333,0.28867333808800344
2019-04-01,2019-04-01,8,1,0,4,2019,7.6,6.6,4.471328826627453
2019-04-02,2019-04-02,3,2,1,4,2019,7.5,6.7,3.3673685152733395
2019-04-03,2019-04-03,9,3,2,4,2019,7.45,7.0,7.853109547262477
2019-04-04,2019-04-04,7,4,3,4,2019,7.4,7.233333333333333,2.921933030630208
2019-04-05,2019-04-05,6,5,4,4,2019,7.55,7.233333333333333,0.006818681641457375
2019-04-06,2019-04-06,0,6,5,4,2019,7.55,6.633333333333334,6.1531598163819226
2019-04-07,2019-04-07,0,7,6,4,2019,7.05,6.266666666666667,10.73590901437913
2019-04-08,2019-04-08,11,8,0,4,2019,7.4,6.6,2.731822831659774
2019-04-09,2019-04-09,2,9,1,4,2019,6.95,6.666666666666667,1.3933953554697895
2019-04-10,2019-04-10,4,10,2,4,2019,6.85,6.7,6.9753933548476486
2019-04-11,2019-04-11,5,11,3,4,2019,6.55,6.633333333333334,8.543919354643814
2019-04-12,2019-04-12,7,12,4,4,2019,6.9,6.7,9.609488453799806
2019-04-13,2019-04-13,0,13,5,4,2019,6.9,6.366666666666666,10.961554613041015
2019-04-14,2019-04-14,0,14,6,4,2019,6.45,6.1,8.278678618884255
2019-04-15,2019-04-15,7,15,0,4,2019,6.3,6.233333333333333,5.982267188099689
2019-04-16,2019-04-16,6,16,1,4,2019,6.05,6.433333333333334,8.156156961722719
2019-04-17,2019-04-17,13,17,2,4,2019,6.25,6.533333333333333,0.018381061473844978
2019-04-18,2019-04-18,21,18,3,4,2019,6.3,7.1,1.9342136871764297
2019-04-19,2019-04-19,0,19,4,4,2019,5.45,6.733333333333333,1.768135859555647
2019-04-20,2019-04-20,3,20,5,4,2019,5.6,6.633333333333334,0.0053876571105776015
2019-04-21,2019-04-21,0,21,6,4,2019,5.2,6.266666666666667,2.378260939178219
2019-04-22,2019-04-22,5,22,0,4,2019,5.3,6.433333333333334,22.514552289520562
2019-04-23,2019-04-23,7,23,1,4,2019,5.2,6.666666666666667,0.017095529048100175
2019-04-24,2019-04-24,3,24,2,4,2019,5.0,6.466666666666667,3.0218281543837366
2019-04-25,2019-04-25,7,25,3,4,2019,5.05,6.366666666666666,11.871490579193377
2019-04-26,2019-04-26,10,26,4,4,2019,5.55,6.333333333333333,0.3177308405094214
2019-04-27,2019-04-27,0,27,5,4,2019,5.55,6.033333333333333,1.411724161815821
2019-04-28,2019-04-28,0,28,6,4,2019,5.0,5.366666666666666,8.66464080142931
2019-04-29,2019-04-29,0,29,0,4,2019,4.9,4.8,0.28480211016947654
2019-04-30,2019-04-30,0,30,1,4,2019,4.7,4.8,3.1233215548496593
